TS3012c, length = 2376.47 s, percent_of_speech = 0.88, percent_of_noises = 0.42
noise: Babble_92_4, start: 1020.0792 s end: 1025.6117 s, duration: 5.5325 s, snr: 16.26
noise: Drawer_131_1, start: 1030.4658 s end: 1043.0518 s, duration: 12.5860 s, snr: 0.88
noise: Computer_322_1, start: 1039.2081 s end: 1043.9860 s, duration: 4.7779 s, snr: 0.74
noise: Babble_49_1, start: 1069.3014 s end: 1074.8339 s, duration: 5.5325 s, snr: 16.66
noise: Computer_661_0, start: 1080.7026 s end: 1084.8184 s, duration: 4.1158 s, snr: 3.70
noise: Computer_470_0, start: 1090.3953 s end: 1103.0577 s, duration: 12.6625 s, snr: 4.69
noise: Writing_58_3, start: 1098.8812 s end: 1113.0072 s, duration: 14.1260 s, snr: 4.32
noise: Signalization_58_2, start: 1130.4936 s end: 1134.0261 s, duration: 3.5325 s, snr: 10.00
noise: Knock_1048_3, start: 1139.5639 s end: 1148.0656 s, duration: 8.5017 s, snr: 5.87
noise: Computer_866_4, start: 1191.9823 s end: 1196.1913 s, duration: 4.2090 s, snr: 6.56
noise: Knock_1072_0, start: 1233.9141 s end: 1243.8967 s, duration: 9.9826 s, snr: 9.22
noise: Computer_1220_0, start: 1237.8861 s end: 1242.2226 s, duration: 4.3365 s, snr: -0.35
noise: Street_125_4, start: 1246.9795 s end: 1252.5120 s, duration: 5.5325 s, snr: 3.37
noise: Door_2151_3, start: 1342.0415 s end: 1345.9675 s, duration: 3.9260 s, snr: 7.16
noise: Door_4560_0, start: 1367.4247 s end: 1372.0487 s, duration: 4.6240 s, snr: 3.12
noise: Squeak_190_4, start: 1388.6490 s end: 1393.8171 s, duration: 5.1681 s, snr: 2.38
noise: Scissors_32_4, start: 1404.4614 s end: 1431.3881 s, duration: 26.9267 s, snr: 7.25
noise: Telephone_103_2, start: 1442.1929 s end: 1446.7248 s, duration: 4.5319 s, snr: -1.00
noise: Computer_117_4, start: 1540.3927 s end: 1562.0987 s, duration: 21.7060 s, snr: 4.70
noise: Telephone_289_0, start: 1573.3689 s end: 1589.1335 s, duration: 15.7646 s, snr: 4.13
noise: Computer_531_4, start: 1586.3005 s end: 1591.7405 s, duration: 5.4400 s, snr: -1.00
noise: Telephone_172_2, start: 1617.2626 s end: 1625.9176 s, duration: 8.6550 s, snr: 3.14
noise: Computer_926_3, start: 1650.7526 s end: 1655.2709 s, duration: 4.5182 s, snr: 6.68
noise: Gunshot_144_4, start: 1659.4913 s end: 1662.5020 s, duration: 3.0107 s, snr: 6.11
noise: Writing_145_4, start: 1689.5820 s end: 1701.1684 s, duration: 11.5864 s, snr: 5.95
noise: Scissors_67_3, start: 1693.0038 s end: 1696.1367 s, duration: 3.1330 s, snr: 3.89
noise: Street_149_3, start: 1711.9071 s end: 1727.4396 s, duration: 15.5325 s, snr: 6.30
noise: Drawer_23_0, start: 1727.1537 s end: 1732.1408 s, duration: 4.9870 s, snr: 6.38
noise: Door_1456_3, start: 1770.0105 s end: 1773.6165 s, duration: 3.6060 s, snr: 4.14
noise: Writing_178_2, start: 1770.8436 s end: 1774.0706 s, duration: 3.2270 s, snr: 2.22
noise: Door_4733_4, start: 1773.3276 s end: 1780.4381 s, duration: 7.1105 s, snr: 5.80
noise: Street_41_2, start: 1802.3112 s end: 1805.8438 s, duration: 3.5325 s, snr: 4.87
noise: Drawer_74_3, start: 1823.7854 s end: 1841.1921 s, duration: 17.4066 s, snr: 2.34
noise: Door_309_1, start: 1851.2897 s end: 1856.0982 s, duration: 4.8085 s, snr: 3.45
noise: Tool_2905_0, start: 1858.6891 s end: 1863.2166 s, duration: 4.5275 s, snr: 5.69
noise: Squeak_46_0, start: 1877.6754 s end: 1880.9956 s, duration: 3.3202 s, snr: 7.71
noise: Squeak_268_1, start: 2020.8845 s end: 2042.1949 s, duration: 21.3104 s, snr: 9.25
noise: Computer_364_4, start: 2045.4774 s end: 2071.7824 s, duration: 26.3050 s, snr: 5.15
noise: Babble_140_4, start: 2072.3961 s end: 2082.9415 s, duration: 10.5454 s, snr: 16.06
noise: Babble_63_2, start: 2077.3346 s end: 2082.8796 s, duration: 5.5450 s, snr: 8.49
noise: Street_66_0, start: 2092.6264 s end: 2096.1664 s, duration: 3.5400 s, snr: 4.95
noise: Telephone_659_0, start: 2111.6449 s end: 2142.1827 s, duration: 30.5377 s, snr: 0.25
noise: Door_1267_0, start: 2121.6679 s end: 2126.0204 s, duration: 4.3525 s, snr: 5.90
noise: Computer_719_2, start: 2124.7697 s end: 2127.9008 s, duration: 3.1311 s, snr: 2.20
noise: Scissors_31_1, start: 2125.2976 s end: 2130.2696 s, duration: 4.9720 s, snr: 1.91
noise: Squeak_104_2, start: 2133.7472 s end: 2138.7252 s, duration: 4.9780 s, snr: 2.69
noise: Knock_1696_4, start: 2151.4740 s end: 2155.3671 s, duration: 3.8931 s, snr: 11.98
noise: Writing_118_0, start: 2176.9464 s end: 2180.2554 s, duration: 3.3090 s, snr: 7.29
noise: Telephone_110_0, start: 2182.2849 s end: 2185.3616 s, duration: 3.0768 s, snr: 4.99
noise: Door_1548_0, start: 2213.3556 s end: 2217.4951 s, duration: 4.1395 s, snr: 7.41
noise: Signalization_10_0, start: 2235.0127 s end: 2253.2798 s, duration: 18.2671 s, snr: 6.16
noise: Door_4542_1, start: 2240.0671 s end: 2245.0091 s, duration: 4.9420 s, snr: 4.54
noise: Knock_224_0, start: 2279.4846 s end: 2282.6981 s, duration: 3.2135 s, snr: 4.97
noise: Scissors_31_4, start: 2299.4997 s end: 2304.4730 s, duration: 4.9733 s, snr: 5.73
noise: Door_1251_2, start: 2310.4821 s end: 2314.7259 s, duration: 4.2438 s, snr: 6.70
noise: Telephone_284_2, start: 2325.1280 s end: 2343.6690 s, duration: 18.5410 s, snr: 3.03
noise: Squeak_104_3, start: 2354.6152 s end: 2359.5955 s, duration: 4.9803 s, snr: 0.23
noise: Computer_268_4, start: 2367.6281 s end: 2376.3069 s, duration: 8.6788 s, snr: 4.40
