ES2011b, length = 1581.27 s, percent_of_speech = 0.83, percent_of_noises = 0.56
noise: Computer_377_2, start: 948.1603 s end: 981.5527 s, duration: 33.3924 s, snr: 2.42
noise: Door_4637_3, start: 954.3338 s end: 959.3233 s, duration: 4.9895 s, snr: 6.78
noise: Telephone_491_1, start: 970.6242 s end: 983.5584 s, duration: 12.9341 s, snr: 6.11
noise: Scissors_31_1, start: 983.0671 s end: 988.0391 s, duration: 4.9720 s, snr: 8.92
noise: Signalization_64_2, start: 987.5854 s end: 991.1308 s, duration: 3.5454 s, snr: 7.02
noise: Signalization_61_2, start: 1002.4580 s end: 1005.9905 s, duration: 3.5325 s, snr: 5.97
noise: Computer_681_0, start: 1004.8872 s end: 1008.5822 s, duration: 3.6950 s, snr: 2.82
noise: Drawer_8_1, start: 1011.2964 s end: 1016.9238 s, duration: 5.6274 s, snr: 6.08
noise: Signalization_121_0, start: 1022.8221 s end: 1028.4763 s, duration: 5.6542 s, snr: 6.93
noise: Street_44_0, start: 1038.0657 s end: 1041.5923 s, duration: 3.5266 s, snr: 6.17
noise: Signalization_134_1, start: 1042.5975 s end: 1053.1251 s, duration: 10.5276 s, snr: 3.35
noise: Telephone_184_3, start: 1046.8224 s end: 1054.3885 s, duration: 7.5661 s, snr: 5.29
noise: Knock_183_2, start: 1058.5452 s end: 1069.8521 s, duration: 11.3069 s, snr: 5.53
noise: Scissors_76_1, start: 1078.6753 s end: 1089.4811 s, duration: 10.8059 s, snr: 1.49
noise: Door_2395_2, start: 1083.3266 s end: 1086.9886 s, duration: 3.6620 s, snr: 6.31
noise: Computer_338_2, start: 1118.3529 s end: 1121.5210 s, duration: 3.1681 s, snr: 6.15
noise: Tool_2967_2, start: 1118.7469 s end: 1123.2784 s, duration: 4.5315 s, snr: 2.59
noise: Knock_1131_2, start: 1126.1981 s end: 1129.9521 s, duration: 3.7540 s, snr: 5.58
noise: Telephone_607_1, start: 1151.9059 s end: 1161.2854 s, duration: 9.3795 s, snr: 2.65
noise: Scissors_50_3, start: 1165.5451 s end: 1170.1976 s, duration: 4.6525 s, snr: 6.07
noise: Squeak_88_0, start: 1183.4339 s end: 1186.4974 s, duration: 3.0635 s, snr: 3.57
noise: Scissors_42_0, start: 1199.5079 s end: 1203.1399 s, duration: 3.6320 s, snr: 3.94
noise: Knock_505_2, start: 1208.7901 s end: 1212.5142 s, duration: 3.7241 s, snr: 7.63
noise: Squeak_200_3, start: 1218.6646 s end: 1224.5186 s, duration: 5.8540 s, snr: 0.17
noise: Telephone_91_1, start: 1221.1309 s end: 1248.8633 s, duration: 27.7324 s, snr: 7.50
noise: Squeak_133_2, start: 1221.9713 s end: 1227.0632 s, duration: 5.0920 s, snr: 0.88
noise: Street_15_4, start: 1225.7412 s end: 1229.2748 s, duration: 3.5336 s, snr: 6.64
noise: Squeak_84_2, start: 1237.4702 s end: 1249.2204 s, duration: 11.7502 s, snr: 3.57
noise: Writing_127_0, start: 1252.3559 s end: 1256.0082 s, duration: 3.6523 s, snr: 1.52
noise: Computer_639_2, start: 1254.4259 s end: 1258.5539 s, duration: 4.1280 s, snr: 7.21
noise: Telephone_589_1, start: 1261.1996 s end: 1267.4249 s, duration: 6.2252 s, snr: 9.19
noise: Door_488_3, start: 1261.3555 s end: 1265.0465 s, duration: 3.6910 s, snr: 3.13
noise: Writing_105_0, start: 1274.0893 s end: 1284.4753 s, duration: 10.3860 s, snr: 4.16
noise: Squeak_270_2, start: 1277.3367 s end: 1285.0682 s, duration: 7.7315 s, snr: 1.81
noise: Computer_1038_2, start: 1294.4978 s end: 1305.1544 s, duration: 10.6566 s, snr: 4.22
noise: Street_8_4, start: 1306.7665 s end: 1337.3016 s, duration: 30.5351 s, snr: 6.78
noise: Gunshot_52_2, start: 1309.4491 s end: 1313.7541 s, duration: 4.3050 s, snr: 4.03
noise: Drawer_133_0, start: 1324.2366 s end: 1333.6666 s, duration: 9.4300 s, snr: 2.62
noise: Writing_205_4, start: 1326.6460 s end: 1334.1526 s, duration: 7.5066 s, snr: 5.95
noise: Door_983_2, start: 1328.0874 s end: 1331.7772 s, duration: 3.6898 s, snr: 1.94
noise: Writing_17_4, start: 1328.1552 s end: 1331.5257 s, duration: 3.3705 s, snr: 3.04
noise: Computer_589_3, start: 1348.1613 s end: 1352.7619 s, duration: 4.6006 s, snr: 2.30
noise: Knock_1863_1, start: 1373.5349 s end: 1378.3261 s, duration: 4.7911 s, snr: 6.62
noise: Door_609_2, start: 1375.8952 s end: 1379.3789 s, duration: 3.4837 s, snr: 3.59
noise: Drawer_117_4, start: 1392.8729 s end: 1396.0469 s, duration: 3.1740 s, snr: 1.11
noise: Knock_1607_4, start: 1399.0399 s end: 1402.9264 s, duration: 3.8865 s, snr: 8.15
noise: Scissors_26_2, start: 1401.6870 s end: 1415.2738 s, duration: 13.5868 s, snr: 4.50
noise: Telephone_567_1, start: 1421.3646 s end: 1440.8856 s, duration: 19.5210 s, snr: 4.89
noise: Drawer_14_1, start: 1461.2822 s end: 1465.0967 s, duration: 3.8145 s, snr: 3.53
noise: Knock_1920_4, start: 1467.4694 s end: 1473.0857 s, duration: 5.6163 s, snr: 3.43
noise: Telephone_477_3, start: 1502.5137 s end: 1516.1051 s, duration: 13.5914 s, snr: 4.23
noise: Drawer_156_3, start: 1504.4795 s end: 1508.6520 s, duration: 4.1725 s, snr: 3.81
noise: Signalization_146_0, start: 1511.9357 s end: 1527.4682 s, duration: 15.5325 s, snr: 3.32
noise: Signalization_49_4, start: 1515.2597 s end: 1518.7922 s, duration: 3.5325 s, snr: 6.01
noise: Drawer_107_0, start: 1521.7887 s end: 1525.8818 s, duration: 4.0930 s, snr: 5.56
noise: Door_1983_3, start: 1541.2806 s end: 1544.8577 s, duration: 3.5771 s, snr: 2.80
noise: Squeak_272_3, start: 1546.1948 s end: 1549.4572 s, duration: 3.2625 s, snr: 7.99
noise: Telephone_812_1, start: 1549.5193 s end: 1555.0291 s, duration: 5.5099 s, snr: 4.15
noise: Babble_39_1, start: 1557.3396 s end: 1562.8847 s, duration: 5.5451 s, snr: 20.13
