ES2013d, length = 1898.56 s, percent_of_speech = 0.78, percent_of_noises = 0.57
noise: Computer_467_2, start: 1059.7307 s end: 1069.4032 s, duration: 9.6725 s, snr: 4.95
noise: Computer_904_4, start: 1068.0966 s end: 1072.6893 s, duration: 4.5928 s, snr: 1.61
noise: Squeak_68_4, start: 1073.2616 s end: 1085.9546 s, duration: 12.6930 s, snr: 4.97
noise: Squeak_20_4, start: 1076.9746 s end: 1088.8621 s, duration: 11.8875 s, snr: 6.56
noise: Squeak_106_0, start: 1078.8553 s end: 1081.9891 s, duration: 3.1337 s, snr: 0.80
noise: Drawer_155_1, start: 1085.5730 s end: 1090.0214 s, duration: 4.4484 s, snr: 4.97
noise: Street_145_0, start: 1100.0013 s end: 1110.5467 s, duration: 10.5454 s, snr: -1.00
noise: Knock_355_3, start: 1104.0599 s end: 1109.2563 s, duration: 5.1964 s, snr: 6.59
noise: Babble_13_3, start: 1115.4276 s end: 1175.9601 s, duration: 60.5325 s, snr: 19.24
noise: Telephone_705_0, start: 1117.2449 s end: 1120.3856 s, duration: 3.1407 s, snr: 3.47
noise: Street_34_0, start: 1133.9109 s end: 1137.4434 s, duration: 3.5325 s, snr: 3.70
noise: Knock_1793_1, start: 1142.1423 s end: 1145.8018 s, duration: 3.6595 s, snr: 7.52
noise: Knock_1539_3, start: 1147.1464 s end: 1150.7338 s, duration: 3.5874 s, snr: 6.79
noise: Scissors_7_4, start: 1167.4642 s end: 1172.9214 s, duration: 5.4572 s, snr: 8.57
noise: Telephone_231_4, start: 1179.3467 s end: 1201.3665 s, duration: 22.0198 s, snr: 8.35
noise: Babble_36_4, start: 1181.2710 s end: 1186.8035 s, duration: 5.5325 s, snr: 16.99
noise: Drawer_61_3, start: 1183.9796 s end: 1194.5467 s, duration: 10.5671 s, snr: 4.97
noise: Telephone_726_0, start: 1192.8862 s end: 1215.3857 s, duration: 22.4995 s, snr: 1.87
noise: Squeak_164_3, start: 1270.1041 s end: 1273.7284 s, duration: 3.6242 s, snr: 8.56
noise: Writing_77_2, start: 1338.6224 s end: 1360.9886 s, duration: 22.3661 s, snr: 3.15
noise: Drawer_123_0, start: 1347.1277 s end: 1360.9947 s, duration: 13.8670 s, snr: 2.19
noise: Signalization_110_4, start: 1375.8816 s end: 1381.4122 s, duration: 5.5306 s, snr: -1.00
noise: Door_641_1, start: 1377.3951 s end: 1381.5301 s, duration: 4.1350 s, snr: 6.95
noise: Computer_1119_4, start: 1386.2051 s end: 1393.7456 s, duration: 7.5405 s, snr: 2.02
noise: Gunshot_145_2, start: 1414.4827 s end: 1418.3389 s, duration: 3.8561 s, snr: 8.15
noise: Drawer_125_2, start: 1438.1066 s end: 1449.1532 s, duration: 11.0466 s, snr: 8.17
noise: Street_66_4, start: 1441.0176 s end: 1444.5630 s, duration: 3.5454 s, snr: 3.25
noise: Telephone_406_1, start: 1450.4205 s end: 1462.2863 s, duration: 11.8658 s, snr: 8.14
noise: Tool_2677_2, start: 1455.0826 s end: 1459.6151 s, duration: 4.5325 s, snr: 3.03
noise: Telephone_310_3, start: 1474.7471 s end: 1480.3739 s, duration: 5.6267 s, snr: 13.54
noise: Computer_658_0, start: 1478.4189 s end: 1483.6753 s, duration: 5.2564 s, snr: 3.60
noise: Computer_1204_3, start: 1538.4484 s end: 1542.5970 s, duration: 4.1486 s, snr: 10.19
noise: Computer_560_2, start: 1556.5559 s end: 1560.9691 s, duration: 4.4133 s, snr: 1.09
noise: Tool_3557_4, start: 1564.6115 s end: 1569.1416 s, duration: 4.5301 s, snr: 4.24
noise: Babble_139_4, start: 1569.5344 s end: 1580.0798 s, duration: 10.5454 s, snr: 13.01
noise: Tool_2912_3, start: 1611.1471 s end: 1615.6779 s, duration: 4.5309 s, snr: 3.09
noise: Computer_658_3, start: 1633.8919 s end: 1639.1482 s, duration: 5.2564 s, snr: 5.64
noise: Gunshot_11_2, start: 1635.1211 s end: 1638.5641 s, duration: 3.4430 s, snr: 4.82
noise: Squeak_128_2, start: 1647.9116 s end: 1676.7622 s, duration: 28.8506 s, snr: 2.71
noise: Squeak_240_2, start: 1656.8212 s end: 1670.1306 s, duration: 13.3094 s, snr: 5.36
noise: Gunshot_128_1, start: 1673.3546 s end: 1694.9623 s, duration: 21.6076 s, snr: 5.44
noise: Door_11_3, start: 1673.8902 s end: 1680.9647 s, duration: 7.0745 s, snr: 3.89
noise: Door_1007_2, start: 1681.2050 s end: 1684.3173 s, duration: 3.1123 s, snr: 9.41
noise: Scissors_18_3, start: 1709.8632 s end: 1714.8292 s, duration: 4.9660 s, snr: 3.20
noise: Street_31_3, start: 1747.5513 s end: 1751.0838 s, duration: 3.5325 s, snr: 2.69
noise: Telephone_223_1, start: 1779.4087 s end: 1805.9898 s, duration: 26.5811 s, snr: 5.85
noise: Telephone_603_1, start: 1782.5648 s end: 1788.7882 s, duration: 6.2234 s, snr: 5.18
noise: Drawer_54_1, start: 1789.1361 s end: 1792.3531 s, duration: 3.2170 s, snr: 2.31
noise: Writing_51_4, start: 1794.5769 s end: 1800.0831 s, duration: 5.5061 s, snr: 6.95
noise: Scissors_76_0, start: 1820.0056 s end: 1830.8121 s, duration: 10.8065 s, snr: 8.50
noise: Drawer_36_4, start: 1830.2561 s end: 1842.9458 s, duration: 12.6898 s, snr: 7.97
noise: Babble_68_0, start: 1855.4835 s end: 1861.0204 s, duration: 5.5369 s, snr: 13.52
noise: Computer_547_2, start: 1878.9211 s end: 1882.9964 s, duration: 4.0754 s, snr: 0.40
noise: Computer_910_0, start: 1891.1290 s end: 1894.9690 s, duration: 3.8400 s, snr: 8.37
