ES2009a, length = 1402.21 s, percent_of_speech = 0.90, percent_of_noises = 0.54
noise: Signalization_142_4, start: 1031.9553 s end: 1037.1624 s, duration: 5.2071 s, snr: 3.54
noise: Gunshot_6_1, start: 1037.6191 s end: 1062.3586 s, duration: 24.7395 s, snr: -0.27
noise: Drawer_151_1, start: 1042.7303 s end: 1049.3566 s, duration: 6.6264 s, snr: 3.80
noise: Street_95_0, start: 1058.6380 s end: 1064.1705 s, duration: 5.5325 s, snr: -0.51
noise: Computer_110_1, start: 1070.7676 s end: 1075.8339 s, duration: 5.0664 s, snr: 11.61
noise: Door_1737_2, start: 1081.6182 s end: 1085.5808 s, duration: 3.9626 s, snr: 8.55
noise: Squeak_35_4, start: 1099.2355 s end: 1109.7033 s, duration: 10.4678 s, snr: 1.00
noise: Telephone_120_0, start: 1099.4156 s end: 1109.8926 s, duration: 10.4770 s, snr: 6.04
noise: Telephone_56_1, start: 1111.2758 s end: 1116.4096 s, duration: 5.1337 s, snr: 6.55
noise: Door_1929_3, start: 1138.2196 s end: 1141.4188 s, duration: 3.1991 s, snr: 6.22
noise: Computer_702_2, start: 1151.8696 s end: 1155.3961 s, duration: 3.5265 s, snr: 0.87
noise: Computer_861_3, start: 1174.3882 s end: 1177.6684 s, duration: 3.2803 s, snr: 6.47
noise: Street_165_0, start: 1276.3211 s end: 1291.8490 s, duration: 15.5279 s, snr: 9.48
noise: Writing_168_1, start: 1294.4811 s end: 1299.5487 s, duration: 5.0676 s, snr: 6.19
noise: Squeak_250_2, start: 1301.5631 s end: 1305.1908 s, duration: 3.6278 s, snr: 6.07
noise: Writing_194_1, start: 1307.5232 s end: 1324.2704 s, duration: 16.7471 s, snr: 8.35
noise: Street_6_3, start: 1308.3983 s end: 1322.3809 s, duration: 13.9826 s, snr: 10.34
noise: Telephone_475_3, start: 1343.9527 s end: 1349.1657 s, duration: 5.2130 s, snr: 6.62
noise: Computer_574_0, start: 1353.6350 s end: 1358.4329 s, duration: 4.7979 s, snr: 0.94
noise: Babble_90_1, start: 1354.9721 s end: 1360.5174 s, duration: 5.5454 s, snr: 14.16
noise: Squeak_182_4, start: 1362.0089 s end: 1374.3007 s, duration: 12.2918 s, snr: 5.42
noise: Street_91_3, start: 1362.9888 s end: 1368.5342 s, duration: 5.5454 s, snr: 4.33
noise: Babble_44_0, start: 1368.0018 s end: 1373.5472 s, duration: 5.5454 s, snr: 16.58
noise: Babble_54_0, start: 1387.1278 s end: 1392.6603 s, duration: 5.5325 s, snr: 12.79
noise: Door_1448_4, start: 1392.2330 s end: 1395.4615 s, duration: 3.2285 s, snr: 3.75
