ES2004d, length = 2222.29 s, percent_of_speech = 0.81, percent_of_noises = 0.53
noise: Drawer_137_3, start: 1759.7856 s end: 1763.4662 s, duration: 3.6806 s, snr: 4.09
noise: Signalization_55_3, start: 1764.0661 s end: 1767.5986 s, duration: 3.5325 s, snr: 7.45
noise: Knock_30_4, start: 1790.1782 s end: 1793.8306 s, duration: 3.6524 s, snr: 7.53
noise: Door_1066_0, start: 1805.5370 s end: 1811.0328 s, duration: 5.4958 s, snr: 8.76
noise: Drawer_138_0, start: 1824.7965 s end: 1828.4437 s, duration: 3.6472 s, snr: 5.81
noise: Gunshot_34_4, start: 1837.9681 s end: 1842.8306 s, duration: 4.8625 s, snr: 6.39
noise: Computer_475_0, start: 1842.3489 s end: 1850.9629 s, duration: 8.6140 s, snr: 2.58
noise: Writing_22_4, start: 1856.5640 s end: 1863.4701 s, duration: 6.9061 s, snr: 4.09
noise: Street_105_2, start: 1872.7178 s end: 1878.2456 s, duration: 5.5279 s, snr: 5.53
noise: Scissors_6_0, start: 1888.5124 s end: 1908.3792 s, duration: 19.8669 s, snr: 11.14
noise: Scissors_8_0, start: 1893.7346 s end: 1901.5814 s, duration: 7.8467 s, snr: 7.25
noise: Gunshot_31_3, start: 1896.2447 s end: 1911.3184 s, duration: 15.0738 s, snr: 5.38
noise: Squeak_275_2, start: 1898.3698 s end: 1903.5885 s, duration: 5.2188 s, snr: 4.87
noise: Telephone_357_2, start: 1946.7674 s end: 1950.4691 s, duration: 3.7018 s, snr: 2.44
noise: Door_2415_0, start: 1979.7287 s end: 1983.2757 s, duration: 3.5470 s, snr: 0.56
noise: Telephone_135_2, start: 1984.8635 s end: 1989.2004 s, duration: 4.3369 s, snr: 5.95
noise: Street_91_1, start: 2019.5145 s end: 2025.0599 s, duration: 5.5454 s, snr: 5.87
noise: Writing_50_2, start: 2035.1826 s end: 2059.8688 s, duration: 24.6862 s, snr: 5.13
noise: Squeak_266_3, start: 2042.9467 s end: 2068.2977 s, duration: 25.3510 s, snr: 0.75
noise: Squeak_59_3, start: 2047.4359 s end: 2065.5660 s, duration: 18.1301 s, snr: -1.00
noise: Computer_178_1, start: 2080.7100 s end: 2085.6049 s, duration: 4.8949 s, snr: 1.44
noise: Tool_3470_3, start: 2097.9303 s end: 2126.9713 s, duration: 29.0410 s, snr: 3.54
noise: Telephone_774_4, start: 2111.6912 s end: 2116.1525 s, duration: 4.4613 s, snr: 9.94
noise: Squeak_94_4, start: 2113.7014 s end: 2120.6878 s, duration: 6.9864 s, snr: 6.37
noise: Drawer_116_4, start: 2163.8477 s end: 2169.6208 s, duration: 5.7730 s, snr: 4.64
noise: Computer_389_4, start: 2173.1292 s end: 2194.4339 s, duration: 21.3046 s, snr: 1.34
noise: Tool_2787_1, start: 2196.3218 s end: 2200.8545 s, duration: 4.5327 s, snr: 4.70
noise: Door_1723_1, start: 2205.8738 s end: 2209.2090 s, duration: 3.3352 s, snr: 4.98
