TS3007c, length = 2420.00 s, percent_of_speech = 0.92, percent_of_noises = 0.53
noise: Knock_1619_3, start: 1551.8900 s end: 1555.1820 s, duration: 3.2920 s, snr: 1.86
noise: Telephone_473_0, start: 1555.3383 s end: 1558.6468 s, duration: 3.3085 s, snr: 0.16
noise: Signalization_83_2, start: 1558.6801 s end: 1564.2073 s, duration: 5.5272 s, snr: 2.73
noise: Door_4865_0, start: 1592.7264 s end: 1597.8971 s, duration: 5.1707 s, snr: 4.75
noise: Door_1024_3, start: 1603.3224 s end: 1606.6689 s, duration: 3.3465 s, snr: 7.27
noise: Street_52_1, start: 1683.1012 s end: 1686.6337 s, duration: 3.5325 s, snr: 7.59
noise: Scissors_24_3, start: 1690.4849 s end: 1716.7918 s, duration: 26.3069 s, snr: 6.36
noise: Signalization_59_2, start: 1701.1208 s end: 1704.6662 s, duration: 3.5454 s, snr: 5.13
noise: Babble_163_3, start: 1723.5887 s end: 1741.4675 s, duration: 17.8788 s, snr: 12.42
noise: Computer_526_0, start: 1725.1903 s end: 1731.0887 s, duration: 5.8985 s, snr: 4.47
noise: Telephone_264_4, start: 1726.9848 s end: 1741.3257 s, duration: 14.3409 s, snr: 9.76
noise: Telephone_440_3, start: 1729.2942 s end: 1757.0954 s, duration: 27.8011 s, snr: 11.35
noise: Street_49_4, start: 1736.0119 s end: 1739.5573 s, duration: 3.5454 s, snr: 3.07
noise: Tool_3112_4, start: 1741.9534 s end: 1746.4886 s, duration: 4.5352 s, snr: 5.19
noise: Telephone_801_4, start: 1747.0339 s end: 1759.4368 s, duration: 12.4029 s, snr: 8.93
noise: Computer_1134_3, start: 1754.4225 s end: 1762.1871 s, duration: 7.7646 s, snr: 5.43
noise: Squeak_200_1, start: 1756.6233 s end: 1762.4758 s, duration: 5.8525 s, snr: 5.50
noise: Knock_1834_4, start: 1780.4648 s end: 1784.5566 s, duration: 4.0917 s, snr: 4.32
noise: Computer_1192_0, start: 1783.0960 s end: 1787.5061 s, duration: 4.4101 s, snr: 4.41
noise: Computer_1105_0, start: 1784.6109 s end: 1799.8033 s, duration: 15.1924 s, snr: 4.33
noise: Squeak_7_0, start: 1805.4886 s end: 1817.0172 s, duration: 11.5286 s, snr: 3.68
noise: Babble_49_0, start: 1833.8908 s end: 1839.4173 s, duration: 5.5265 s, snr: 17.21
noise: Door_1737_3, start: 1862.7048 s end: 1866.6591 s, duration: 3.9544 s, snr: 8.07
noise: Knock_958_3, start: 1890.8481 s end: 1894.0306 s, duration: 3.1825 s, snr: 6.27
noise: Telephone_188_0, start: 1904.9601 s end: 1912.9189 s, duration: 7.9588 s, snr: 4.49
noise: Computer_944_4, start: 1919.1879 s end: 1922.8409 s, duration: 3.6530 s, snr: 4.43
noise: Telephone_724_3, start: 1930.2367 s end: 1957.9089 s, duration: 27.6723 s, snr: 6.26
noise: Squeak_25_4, start: 1942.1534 s end: 1945.6967 s, duration: 3.5432 s, snr: 4.42
noise: Babble_80_4, start: 1942.7522 s end: 1948.2847 s, duration: 5.5325 s, snr: 21.04
noise: Street_97_1, start: 1958.6933 s end: 1964.2386 s, duration: 5.5454 s, snr: 5.63
noise: Tool_2940_3, start: 1976.4741 s end: 1981.0024 s, duration: 4.5284 s, snr: 4.32
noise: Squeak_220_2, start: 1983.6054 s end: 1986.9949 s, duration: 3.3895 s, snr: 4.61
noise: Knock_1782_1, start: 1984.9636 s end: 1989.1580 s, duration: 4.1944 s, snr: 9.91
noise: Squeak_193_4, start: 1986.8514 s end: 1991.1859 s, duration: 4.3345 s, snr: 7.41
noise: Knock_758_3, start: 1995.1705 s end: 1999.2262 s, duration: 4.0557 s, snr: 6.43
noise: Telephone_7_0, start: 2004.9334 s end: 2013.4404 s, duration: 8.5070 s, snr: 9.80
noise: Scissors_82_0, start: 2009.0374 s end: 2029.6034 s, duration: 20.5660 s, snr: 5.58
noise: Street_64_0, start: 2053.0450 s end: 2056.5760 s, duration: 3.5310 s, snr: 8.36
noise: Computer_407_2, start: 2085.5638 s end: 2111.8429 s, duration: 26.2791 s, snr: 3.81
noise: Street_94_4, start: 2087.4121 s end: 2092.9413 s, duration: 5.5293 s, snr: 2.56
noise: Door_2504_4, start: 2107.3985 s end: 2110.4345 s, duration: 3.0360 s, snr: 4.56
noise: Telephone_435_2, start: 2108.2280 s end: 2141.6176 s, duration: 33.3896 s, snr: 8.28
noise: Writing_147_3, start: 2109.6234 s end: 2119.1296 s, duration: 9.5062 s, snr: 3.29
noise: Computer_26_0, start: 2130.4668 s end: 2138.1531 s, duration: 7.6863 s, snr: 1.37
noise: Door_1632_2, start: 2135.7409 s end: 2139.9166 s, duration: 4.1756 s, snr: 1.84
noise: Scissors_18_2, start: 2139.9432 s end: 2144.9093 s, duration: 4.9661 s, snr: 7.48
noise: Knock_374_2, start: 2146.2701 s end: 2150.1620 s, duration: 3.8919 s, snr: 6.85
noise: Scissors_93_0, start: 2146.6285 s end: 2149.8888 s, duration: 3.2603 s, snr: 9.70
noise: Computer_570_2, start: 2221.6124 s end: 2227.5909 s, duration: 5.9785 s, snr: 7.24
noise: Computer_696_3, start: 2227.5377 s end: 2230.8846 s, duration: 3.3469 s, snr: 11.36
noise: Knock_808_3, start: 2244.0718 s end: 2247.3361 s, duration: 3.2644 s, snr: 8.25
noise: Squeak_147_1, start: 2265.1100 s end: 2269.6379 s, duration: 4.5279 s, snr: 4.11
noise: Street_153_3, start: 2276.6340 s end: 2292.1611 s, duration: 15.5271 s, snr: 12.50
noise: Computer_603_2, start: 2278.0619 s end: 2284.2309 s, duration: 6.1690 s, snr: -0.42
noise: Writing_132_0, start: 2289.0651 s end: 2302.3510 s, duration: 13.2859 s, snr: 5.98
noise: Scissors_0_1, start: 2289.6646 s end: 2299.0712 s, duration: 9.4066 s, snr: 5.25
noise: Door_1554_2, start: 2328.6124 s end: 2332.1497 s, duration: 3.5372 s, snr: 7.46
noise: Drawer_44_3, start: 2331.0801 s end: 2339.8484 s, duration: 8.7684 s, snr: 8.15
noise: Scissors_34_3, start: 2333.1998 s end: 2338.8953 s, duration: 5.6955 s, snr: 2.69
noise: Babble_107_0, start: 2355.1168 s end: 2360.6453 s, duration: 5.5285 s, snr: 14.96
noise: Scissors_64_0, start: 2358.6677 s end: 2371.0947 s, duration: 12.4270 s, snr: 3.54
noise: Knock_1652_0, start: 2361.4217 s end: 2366.4578 s, duration: 5.0360 s, snr: 3.49
noise: Telephone_506_4, start: 2367.3546 s end: 2371.1656 s, duration: 3.8110 s, snr: 4.52
noise: Door_2524_0, start: 2377.5805 s end: 2381.0724 s, duration: 3.4919 s, snr: 4.06
noise: Telephone_644_2, start: 2394.3031 s end: 2404.8929 s, duration: 10.5899 s, snr: 6.80
noise: Scissors_23_2, start: 2409.3662 s end: 2417.6122 s, duration: 8.2460 s, snr: 7.26
