TS3010c, length = 2142.00 s, percent_of_speech = 0.70, percent_of_noises = 0.45
noise: Computer_1268_0, start: 989.4493 s end: 995.2504 s, duration: 5.8011 s, snr: 7.61
noise: Computer_157_0, start: 994.5707 s end: 999.8529 s, duration: 5.2821 s, snr: 4.04
noise: Computer_1245_3, start: 1001.7798 s end: 1008.6868 s, duration: 6.9070 s, snr: 6.67
noise: Knock_1934_1, start: 1005.3164 s end: 1010.3107 s, duration: 4.9942 s, snr: 6.69
noise: Knock_1923_1, start: 1006.6700 s end: 1011.6867 s, duration: 5.0168 s, snr: 1.73
noise: Signalization_115_1, start: 1014.1214 s end: 1019.1927 s, duration: 5.0713 s, snr: 4.32
noise: Squeak_43_1, start: 1024.0277 s end: 1052.5744 s, duration: 28.5467 s, snr: 3.07
noise: Computer_633_2, start: 1038.9129 s end: 1043.1722 s, duration: 4.2593 s, snr: 8.65
noise: Telephone_801_0, start: 1056.9139 s end: 1069.3209 s, duration: 12.4070 s, snr: 1.94
noise: Signalization_147_4, start: 1092.0303 s end: 1107.5606 s, duration: 15.5303 s, snr: 2.17
noise: Telephone_542_0, start: 1125.2411 s end: 1133.3361 s, duration: 8.0950 s, snr: 2.61
noise: Computer_310_2, start: 1159.2617 s end: 1162.3033 s, duration: 3.0416 s, snr: 7.21
noise: Signalization_142_4, start: 1162.2681 s end: 1167.4752 s, duration: 5.2071 s, snr: 7.36
noise: Computer_1033_3, start: 1169.0977 s end: 1184.1204 s, duration: 15.0228 s, snr: 2.78
noise: Computer_1168_1, start: 1225.6209 s end: 1229.8757 s, duration: 4.2549 s, snr: 6.15
noise: Knock_934_4, start: 1253.2180 s end: 1258.6495 s, duration: 5.4315 s, snr: 8.00
noise: Door_4789_4, start: 1255.7013 s end: 1259.5415 s, duration: 3.8402 s, snr: 7.89
noise: Telephone_4_0, start: 1256.8447 s end: 1262.3911 s, duration: 5.5464 s, snr: 10.24
noise: Writing_47_3, start: 1282.1959 s end: 1292.2419 s, duration: 10.0460 s, snr: 0.60
noise: Writing_67_4, start: 1288.2169 s end: 1293.0331 s, duration: 4.8162 s, snr: 0.50
noise: Writing_90_3, start: 1350.8487 s end: 1354.5417 s, duration: 3.6930 s, snr: 4.79
noise: Computer_87_0, start: 1396.3781 s end: 1422.1845 s, duration: 25.8064 s, snr: 5.13
noise: Writing_235_1, start: 1403.7178 s end: 1416.9838 s, duration: 13.2660 s, snr: 3.61
noise: Telephone_369_1, start: 1430.3211 s end: 1442.8224 s, duration: 12.5014 s, snr: 5.81
noise: Door_960_0, start: 1444.8234 s end: 1447.8329 s, duration: 3.0095 s, snr: 4.35
noise: Writing_242_1, start: 1506.1233 s end: 1509.2650 s, duration: 3.1418 s, snr: 7.43
noise: Knock_371_4, start: 1517.2250 s end: 1520.5984 s, duration: 3.3734 s, snr: 10.59
noise: Babble_4_2, start: 1532.9618 s end: 1593.4942 s, duration: 60.5324 s, snr: 11.19
noise: Telephone_695_0, start: 1534.2214 s end: 1538.0596 s, duration: 3.8383 s, snr: 4.55
noise: Squeak_295_1, start: 1547.7628 s end: 1570.4507 s, duration: 22.6880 s, snr: 10.00
noise: Babble_42_2, start: 1587.3605 s end: 1592.9059 s, duration: 5.5454 s, snr: 14.85
noise: Computer_138_2, start: 1588.1327 s end: 1593.2730 s, duration: 5.1402 s, snr: 5.70
noise: Knock_1059_4, start: 1599.8332 s end: 1607.9159 s, duration: 8.0826 s, snr: 5.72
noise: Computer_387_2, start: 1621.3322 s end: 1645.4985 s, duration: 24.1662 s, snr: -1.00
noise: Computer_183_0, start: 1635.8635 s end: 1639.1995 s, duration: 3.3360 s, snr: 3.68
noise: Computer_661_4, start: 1653.5844 s end: 1657.6997 s, duration: 4.1153 s, snr: 3.65
noise: Squeak_86_4, start: 1688.5669 s end: 1693.7921 s, duration: 5.2252 s, snr: 4.62
noise: Telephone_532_2, start: 1740.3620 s end: 1745.4530 s, duration: 5.0910 s, snr: 0.76
noise: Telephone_653_0, start: 1750.3123 s end: 1780.8501 s, duration: 30.5377 s, snr: 8.16
noise: Squeak_203_4, start: 1751.5495 s end: 1758.5775 s, duration: 7.0280 s, snr: 3.13
noise: Signalization_122_2, start: 1762.1421 s end: 1772.6692 s, duration: 10.5271 s, snr: -0.34
noise: Knock_1715_0, start: 1795.9214 s end: 1799.9533 s, duration: 4.0319 s, snr: 8.33
noise: Writing_195_0, start: 1848.8919 s end: 1853.7042 s, duration: 4.8122 s, snr: 3.34
noise: Knock_641_2, start: 1854.8351 s end: 1858.6250 s, duration: 3.7899 s, snr: 0.68
noise: Scissors_9_0, start: 1877.6406 s end: 1889.0269 s, duration: 11.3864 s, snr: 2.71
noise: Scissors_68_3, start: 1882.2320 s end: 1885.6134 s, duration: 3.3814 s, snr: 9.73
noise: Telephone_743_2, start: 1923.7636 s end: 1954.3021 s, duration: 30.5385 s, snr: 4.89
noise: Telephone_362_1, start: 1933.9784 s end: 1937.6787 s, duration: 3.7003 s, snr: 3.78
noise: Writing_62_4, start: 1937.7771 s end: 1956.9835 s, duration: 19.2064 s, snr: 1.71
noise: Computer_1027_4, start: 1968.2421 s end: 1978.3518 s, duration: 10.1098 s, snr: 6.60
noise: Computer_1176_2, start: 1987.0487 s end: 1993.9914 s, duration: 6.9426 s, snr: 3.06
noise: Babble_42_3, start: 2011.2756 s end: 2016.8208 s, duration: 5.5451 s, snr: 13.61
noise: Street_22_3, start: 2027.8382 s end: 2031.3733 s, duration: 3.5351 s, snr: 9.13
noise: Street_92_1, start: 2030.6601 s end: 2036.1926 s, duration: 5.5325 s, snr: 7.75
noise: Computer_746_3, start: 2035.3256 s end: 2038.5289 s, duration: 3.2034 s, snr: 0.99
noise: Knock_1847_0, start: 2060.0070 s end: 2064.1671 s, duration: 4.1601 s, snr: 3.87
noise: Squeak_17_2, start: 2075.1606 s end: 2081.6712 s, duration: 6.5106 s, snr: 2.52
noise: Telephone_590_2, start: 2108.4977 s end: 2114.8705 s, duration: 6.3727 s, snr: 9.00
noise: Signalization_118_0, start: 2124.2191 s end: 2134.7516 s, duration: 10.5325 s, snr: 9.42
