ES2008d, length = 2625.82 s, percent_of_speech = 0.84, percent_of_noises = 0.47
noise: Squeak_204_4, start: 1573.1051 s end: 1578.9122 s, duration: 5.8071 s, snr: 4.70
noise: Signalization_147_3, start: 1582.2008 s end: 1597.7462 s, duration: 15.5454 s, snr: 0.85
noise: Squeak_43_3, start: 1611.9301 s end: 1640.4766 s, duration: 28.5465 s, snr: 2.22
noise: Babble_15_1, start: 1635.0999 s end: 1639.6843 s, duration: 4.5844 s, snr: 16.13
noise: Babble_94_1, start: 1671.5326 s end: 1677.0601 s, duration: 5.5275 s, snr: 14.13
noise: Babble_79_1, start: 1686.1090 s end: 1691.6454 s, duration: 5.5364 s, snr: 8.41
noise: Knock_1495_4, start: 1704.6746 s end: 1709.4081 s, duration: 4.7335 s, snr: 2.80
noise: Door_188_3, start: 1737.3043 s end: 1740.8156 s, duration: 3.5113 s, snr: 1.05
noise: Telephone_254_1, start: 1797.1851 s end: 1811.2582 s, duration: 14.0731 s, snr: 9.54
noise: Tool_3347_3, start: 1801.4792 s end: 1806.0073 s, duration: 4.5281 s, snr: 6.33
noise: Street_134_4, start: 1848.2983 s end: 1851.8437 s, duration: 3.5454 s, snr: 3.07
noise: Computer_1226_2, start: 1856.4376 s end: 1862.2176 s, duration: 5.7800 s, snr: 9.68
noise: Drawer_50_4, start: 1857.1841 s end: 1871.7506 s, duration: 14.5665 s, snr: 2.54
noise: Street_162_4, start: 1891.8411 s end: 1899.6544 s, duration: 7.8134 s, snr: 6.01
noise: Telephone_412_0, start: 1896.0751 s end: 1946.9144 s, duration: 50.8392 s, snr: 6.41
noise: Signalization_38_3, start: 1908.1641 s end: 1911.7016 s, duration: 3.5375 s, snr: 5.99
noise: Computer_336_0, start: 1913.9516 s end: 1917.2776 s, duration: 3.3260 s, snr: 3.06
noise: Street_150_4, start: 1918.8490 s end: 1932.8475 s, duration: 13.9985 s, snr: 3.53
noise: Door_873_4, start: 1933.4633 s end: 1937.0075 s, duration: 3.5442 s, snr: 7.80
noise: Door_1352_2, start: 1941.6081 s end: 1944.9943 s, duration: 3.3863 s, snr: 5.04
noise: Scissors_26_0, start: 1945.9656 s end: 1959.5525 s, duration: 13.5869 s, snr: 3.89
noise: Computer_491_4, start: 1967.2223 s end: 1975.7061 s, duration: 8.4837 s, snr: 5.51
noise: Squeak_214_3, start: 1986.3281 s end: 1989.9656 s, duration: 3.6375 s, snr: 4.70
noise: Computer_1175_3, start: 1989.5921 s end: 1994.3724 s, duration: 4.7804 s, snr: 7.66
noise: Street_86_1, start: 1993.8801 s end: 1999.4153 s, duration: 5.5351 s, snr: 2.54
noise: Computer_1070_2, start: 2019.0943 s end: 2026.0009 s, duration: 6.9066 s, snr: 3.47
noise: Signalization_110_4, start: 2042.6962 s end: 2048.2269 s, duration: 5.5306 s, snr: 10.35
noise: Signalization_20_2, start: 2052.9055 s end: 2065.4282 s, duration: 12.5228 s, snr: 7.37
noise: Scissors_21_4, start: 2067.3635 s end: 2076.8311 s, duration: 9.4676 s, snr: 2.45
noise: Knock_446_2, start: 2077.1044 s end: 2080.5127 s, duration: 3.4084 s, snr: 8.65
noise: Drawer_132_4, start: 2093.0249 s end: 2110.8333 s, duration: 17.8084 s, snr: 6.59
noise: Babble_189_1, start: 2097.0370 s end: 2127.5698 s, duration: 30.5328 s, snr: 17.98
noise: Computer_521_1, start: 2119.4301 s end: 2124.8375 s, duration: 5.4074 s, snr: 5.50
noise: Gunshot_94_4, start: 2135.1849 s end: 2139.4824 s, duration: 4.2975 s, snr: 4.09
noise: Babble_153_1, start: 2138.6766 s end: 2149.2219 s, duration: 10.5454 s, snr: 11.94
noise: Door_2104_0, start: 2150.1329 s end: 2154.0704 s, duration: 3.9375 s, snr: 6.80
noise: Squeak_111_3, start: 2193.9172 s end: 2197.0005 s, duration: 3.0833 s, snr: 5.52
noise: Gunshot_143_1, start: 2209.3864 s end: 2225.1517 s, duration: 15.7654 s, snr: 3.67
noise: Door_1199_2, start: 2220.2919 s end: 2224.0774 s, duration: 3.7855 s, snr: 2.42
noise: Telephone_241_0, start: 2227.8909 s end: 2254.4771 s, duration: 26.5861 s, snr: 5.71
noise: Computer_15_0, start: 2249.7116 s end: 2264.9186 s, duration: 15.2070 s, snr: 3.09
noise: Scissors_65_3, start: 2251.9873 s end: 2282.4133 s, duration: 30.4260 s, snr: 3.26
noise: Gunshot_135_0, start: 2287.0198 s end: 2290.6678 s, duration: 3.6480 s, snr: 6.37
noise: Street_21_0, start: 2299.4986 s end: 2303.0311 s, duration: 3.5325 s, snr: -1.00
noise: Writing_257_1, start: 2309.6384 s end: 2316.8447 s, duration: 7.2063 s, snr: -0.37
noise: Scissors_1_4, start: 2329.8213 s end: 2348.4673 s, duration: 18.6460 s, snr: 3.92
noise: Knock_1168_4, start: 2344.7116 s end: 2350.7680 s, duration: 6.0564 s, snr: 6.80
noise: Babble_98_0, start: 2353.8399 s end: 2359.3670 s, duration: 5.5271 s, snr: 10.36
noise: Knock_372_0, start: 2393.6873 s end: 2398.9348 s, duration: 5.2475 s, snr: 2.93
noise: Scissors_71_4, start: 2451.2852 s end: 2461.6717 s, duration: 10.3865 s, snr: 5.61
noise: Babble_155_2, start: 2453.5646 s end: 2464.1056 s, duration: 10.5410 s, snr: 21.41
noise: Street_88_4, start: 2504.8136 s end: 2510.3428 s, duration: 5.5293 s, snr: 4.84
noise: Telephone_474_0, start: 2515.5483 s end: 2519.5181 s, duration: 3.9697 s, snr: 4.41
noise: Gunshot_17_4, start: 2606.8052 s end: 2611.9502 s, duration: 5.1450 s, snr: 9.73
noise: Computer_557_1, start: 2612.5464 s end: 2618.0207 s, duration: 5.4742 s, snr: 8.94
