TS3005c, length = 2403.00 s, percent_of_speech = 0.79, percent_of_noises = 0.54
noise: Door_4937_0, start: 1856.7104 s end: 1861.3189 s, duration: 4.6085 s, snr: 8.54
noise: Signalization_96_1, start: 1927.2306 s end: 1932.7681 s, duration: 5.5375 s, snr: 0.40
noise: Scissors_89_2, start: 1952.2883 s end: 1961.2947 s, duration: 9.0064 s, snr: 1.49
noise: Gunshot_26_3, start: 1990.1357 s end: 1993.9147 s, duration: 3.7790 s, snr: 3.18
noise: Signalization_150_2, start: 2018.7953 s end: 2034.3278 s, duration: 15.5325 s, snr: 8.13
noise: Babble_77_0, start: 2030.8169 s end: 2036.3494 s, duration: 5.5325 s, snr: 11.87
noise: Squeak_67_4, start: 2062.5789 s end: 2066.1637 s, duration: 3.5847 s, snr: 2.77
noise: Telephone_122_0, start: 2081.1368 s end: 2087.7791 s, duration: 6.6424 s, snr: 9.51
noise: Gunshot_136_3, start: 2082.7694 s end: 2094.9181 s, duration: 12.1488 s, snr: 2.76
noise: Gunshot_96_1, start: 2084.6384 s end: 2094.2382 s, duration: 9.5999 s, snr: 1.67
noise: Tool_3308_2, start: 2084.9216 s end: 2089.4496 s, duration: 4.5280 s, snr: 7.54
noise: Street_161_4, start: 2091.0968 s end: 2106.6293 s, duration: 15.5325 s, snr: 5.78
noise: Scissors_83_3, start: 2092.8882 s end: 2109.5148 s, duration: 16.6266 s, snr: 1.78
noise: Knock_1815_4, start: 2101.9862 s end: 2108.2186 s, duration: 6.2324 s, snr: 4.97
noise: Drawer_18_3, start: 2105.8800 s end: 2134.2460 s, duration: 28.3660 s, snr: -0.45
noise: Scissors_49_4, start: 2140.2747 s end: 2156.9807 s, duration: 16.7060 s, snr: 3.16
noise: Computer_769_4, start: 2140.9943 s end: 2146.8856 s, duration: 5.8913 s, snr: 3.77
noise: Computer_1230_1, start: 2156.6878 s end: 2163.4734 s, duration: 6.7856 s, snr: 4.89
noise: Telephone_352_2, start: 2164.3452 s end: 2168.0947 s, duration: 3.7495 s, snr: 1.34
noise: Squeak_166_1, start: 2165.7510 s end: 2177.5592 s, duration: 11.8082 s, snr: 8.32
noise: Knock_522_2, start: 2196.0835 s end: 2202.0530 s, duration: 5.9695 s, snr: 11.34
noise: Street_39_0, start: 2198.0563 s end: 2201.5920 s, duration: 3.5358 s, snr: 5.13
noise: Drawer_66_1, start: 2204.2886 s end: 2207.7853 s, duration: 3.4968 s, snr: 4.99
noise: Signalization_45_2, start: 2241.2226 s end: 2245.7066 s, duration: 4.4840 s, snr: 1.99
noise: Door_4464_2, start: 2253.6045 s end: 2260.1371 s, duration: 6.5326 s, snr: 4.76
noise: Babble_16_4, start: 2283.3789 s end: 2288.7961 s, duration: 5.4171 s, snr: 14.30
noise: Writing_69_3, start: 2296.6497 s end: 2319.0558 s, duration: 22.4061 s, snr: 8.39
noise: Telephone_831_0, start: 2313.4496 s end: 2317.2160 s, duration: 3.7664 s, snr: -1.00
noise: Telephone_197_4, start: 2326.7487 s end: 2334.3199 s, duration: 7.5712 s, snr: 1.44
noise: Gunshot_124_1, start: 2338.9648 s end: 2351.6173 s, duration: 12.6525 s, snr: 4.87
noise: Telephone_182_2, start: 2341.9053 s end: 2349.4703 s, duration: 7.5650 s, snr: 5.69
noise: Computer_1004_0, start: 2352.5003 s end: 2363.1663 s, duration: 10.6660 s, snr: 2.53
noise: Telephone_31_2, start: 2356.5242 s end: 2365.3166 s, duration: 8.7924 s, snr: 2.78
noise: Gunshot_65_3, start: 2371.9551 s end: 2376.5659 s, duration: 4.6107 s, snr: 7.29
noise: Drawer_76_3, start: 2380.1383 s end: 2385.0341 s, duration: 4.8957 s, snr: 3.98
noise: Telephone_124_0, start: 2384.7269 s end: 2389.0814 s, duration: 4.3545 s, snr: 8.27
