ES2007d, length = 1249.51 s, percent_of_speech = 0.86, percent_of_noises = 0.59
noise: Squeak_226_4, start: 1055.1125 s end: 1065.3408 s, duration: 10.2283 s, snr: 7.86
noise: Squeak_232_0, start: 1056.5529 s end: 1079.0819 s, duration: 22.5290 s, snr: 2.36
noise: Squeak_138_4, start: 1067.2967 s end: 1070.4451 s, duration: 3.1484 s, snr: 3.91
noise: Door_1785_4, start: 1074.6432 s end: 1077.8899 s, duration: 3.2468 s, snr: 5.34
noise: Scissors_42_4, start: 1102.9331 s end: 1106.5586 s, duration: 3.6255 s, snr: 5.57
noise: Street_30_0, start: 1107.2385 s end: 1110.7839 s, duration: 3.5454 s, snr: 10.71
noise: Drawer_45_4, start: 1115.5816 s end: 1119.7936 s, duration: 4.2120 s, snr: 9.39
noise: Knock_494_4, start: 1121.4287 s end: 1125.4598 s, duration: 4.0311 s, snr: 1.62
noise: Door_4997_3, start: 1132.1676 s end: 1135.8601 s, duration: 3.6925 s, snr: 3.94
noise: Computer_779_0, start: 1150.7576 s end: 1156.6348 s, duration: 5.8773 s, snr: 2.56
noise: Street_138_2, start: 1154.0026 s end: 1164.5351 s, duration: 10.5325 s, snr: 8.65
noise: Signalization_45_2, start: 1160.5556 s end: 1165.0396 s, duration: 4.4840 s, snr: 1.74
noise: Writing_125_4, start: 1167.9108 s end: 1193.4768 s, duration: 25.5660 s, snr: 6.11
noise: Writing_186_1, start: 1174.0041 s end: 1197.1304 s, duration: 23.1263 s, snr: 7.46
noise: Tool_3777_1, start: 1184.8061 s end: 1189.3384 s, duration: 4.5324 s, snr: 5.66
noise: Scissors_0_3, start: 1194.8430 s end: 1204.2491 s, duration: 9.4061 s, snr: 4.68
noise: Gunshot_15_2, start: 1199.6754 s end: 1203.8204 s, duration: 4.1450 s, snr: 11.64
noise: Computer_351_3, start: 1214.1172 s end: 1218.9607 s, duration: 4.8435 s, snr: 2.88
noise: Computer_64_3, start: 1233.2724 s end: 1243.1989 s, duration: 9.9265 s, snr: 6.64
