ES2009b, length = 1435.33 s, percent_of_speech = 0.89, percent_of_noises = 0.59
noise: Babble_177_0, start: 1267.3118 s end: 1287.8443 s, duration: 20.5325 s, snr: 15.03
noise: Computer_218_2, start: 1288.4044 s end: 1293.4104 s, duration: 5.0060 s, snr: 2.91
noise: Telephone_63_1, start: 1304.6104 s end: 1313.3284 s, duration: 8.7180 s, snr: 7.08
noise: Computer_453_0, start: 1334.3797 s end: 1351.9051 s, duration: 17.5254 s, snr: 0.35
noise: Signalization_119_1, start: 1346.9234 s end: 1357.4559 s, duration: 10.5325 s, snr: 7.48
noise: Drawer_101_1, start: 1356.2619 s end: 1364.7902 s, duration: 8.5283 s, snr: 3.52
noise: Signalization_47_4, start: 1358.8400 s end: 1362.3854 s, duration: 3.5454 s, snr: 4.51
noise: Telephone_423_2, start: 1376.4669 s end: 1427.3087 s, duration: 50.8417 s, snr: 2.20
noise: Scissors_3_1, start: 1386.6499 s end: 1391.1761 s, duration: 4.5262 s, snr: 7.62
noise: Squeak_270_1, start: 1387.7943 s end: 1395.5208 s, duration: 7.7265 s, snr: 4.66
noise: Tool_3708_0, start: 1398.5323 s end: 1403.0656 s, duration: 4.5332 s, snr: 9.19
noise: Telephone_77_1, start: 1406.8344 s end: 1410.4039 s, duration: 3.5695 s, snr: 5.43
noise: Knock_1838_0, start: 1415.8946 s end: 1420.5353 s, duration: 4.6408 s, snr: 8.09
noise: Scissors_69_1, start: 1417.8458 s end: 1424.3318 s, duration: 6.4860 s, snr: 5.20
