TS3008b, length = 2320.96 s, percent_of_speech = 0.89, percent_of_noises = 0.56
noise: Scissors_63_3, start: 1488.5737 s end: 1492.4332 s, duration: 3.8595 s, snr: 6.49
noise: Squeak_299_3, start: 1492.2244 s end: 1505.7509 s, duration: 13.5265 s, snr: 0.04
noise: Street_30_0, start: 1512.4060 s end: 1515.9514 s, duration: 3.5454 s, snr: 12.15
noise: Knock_1514_1, start: 1527.7182 s end: 1531.0258 s, duration: 3.3076 s, snr: 3.42
noise: Babble_10_4, start: 1539.4970 s end: 1600.0424 s, duration: 60.5454 s, snr: 16.43
noise: Door_1393_4, start: 1572.8815 s end: 1576.9272 s, duration: 4.0457 s, snr: 9.16
noise: Knock_1903_4, start: 1581.4216 s end: 1586.9633 s, duration: 5.5418 s, snr: 5.22
noise: Drawer_39_1, start: 1595.4352 s end: 1598.5621 s, duration: 3.1269 s, snr: 6.59
noise: Drawer_29_2, start: 1605.7221 s end: 1609.2551 s, duration: 3.5330 s, snr: 4.84
noise: Telephone_439_4, start: 1615.6323 s end: 1649.0168 s, duration: 33.3845 s, snr: 4.73
noise: Telephone_475_3, start: 1635.4531 s end: 1640.6661 s, duration: 5.2130 s, snr: 4.47
noise: Signalization_143_3, start: 1658.6821 s end: 1674.2146 s, duration: 15.5325 s, snr: 3.70
noise: Telephone_120_3, start: 1707.5931 s end: 1718.0697 s, duration: 10.4766 s, snr: 1.29
noise: Telephone_577_2, start: 1712.9135 s end: 1732.4384 s, duration: 19.5249 s, snr: 10.63
noise: Babble_118_1, start: 1788.8963 s end: 1794.4266 s, duration: 5.5303 s, snr: 19.49
noise: Scissors_70_3, start: 1804.0394 s end: 1809.4914 s, duration: 5.4520 s, snr: 9.79
noise: Knock_551_3, start: 1806.8148 s end: 1810.2538 s, duration: 3.4390 s, snr: 2.54
noise: Tool_3235_0, start: 1873.2742 s end: 1877.8066 s, duration: 4.5324 s, snr: 6.03
noise: Signalization_21_0, start: 1896.4278 s end: 1926.9732 s, duration: 30.5454 s, snr: -1.00
noise: Drawer_16_0, start: 1922.6334 s end: 1929.1018 s, duration: 6.4684 s, snr: 6.80
noise: Babble_23_2, start: 1926.3017 s end: 1948.1096 s, duration: 21.8079 s, snr: 14.07
noise: Writing_2_4, start: 1927.8361 s end: 1954.3021 s, duration: 26.4660 s, snr: 0.61
noise: Knock_969_1, start: 1932.3328 s end: 1935.9753 s, duration: 3.6425 s, snr: 8.06
noise: Telephone_416_3, start: 1955.7477 s end: 2006.5849 s, duration: 50.8371 s, snr: 3.42
noise: Knock_540_4, start: 1981.4558 s end: 1986.6601 s, duration: 5.2044 s, snr: 0.31
noise: Drawer_1_0, start: 2024.3854 s end: 2032.9925 s, duration: 8.6071 s, snr: 3.65
noise: Street_112_0, start: 2029.2772 s end: 2034.8226 s, duration: 5.5454 s, snr: 5.97
noise: Scissors_18_4, start: 2062.9231 s end: 2067.8892 s, duration: 4.9661 s, snr: 6.75
noise: Knock_1021_4, start: 2099.7549 s end: 2105.1784 s, duration: 5.4235 s, snr: 6.30
noise: Computer_197_1, start: 2101.6671 s end: 2108.2922 s, duration: 6.6251 s, snr: 5.86
noise: Computer_437_3, start: 2105.3634 s end: 2128.9837 s, duration: 23.6204 s, snr: 5.55
noise: Door_1582_2, start: 2111.9031 s end: 2115.3963 s, duration: 3.4932 s, snr: 6.74
noise: Computer_866_1, start: 2117.0120 s end: 2121.2222 s, duration: 4.2102 s, snr: 3.56
noise: Squeak_21_4, start: 2132.9539 s end: 2137.0034 s, duration: 4.0495 s, snr: 1.71
noise: Babble_33_0, start: 2185.7551 s end: 2191.2911 s, duration: 5.5360 s, snr: 17.52
noise: Writing_125_3, start: 2248.4838 s end: 2274.0498 s, duration: 25.5660 s, snr: 4.88
noise: Computer_187_0, start: 2285.6762 s end: 2289.7751 s, duration: 4.0989 s, snr: 4.88
noise: Telephone_23_1, start: 2286.1893 s end: 2297.4217 s, duration: 11.2324 s, snr: 5.69
