TS3011d, length = 2157.41 s, percent_of_speech = 0.74, percent_of_noises = 0.54
noise: Computer_1031_4, start: 1155.5007 s end: 1167.9694 s, duration: 12.4688 s, snr: 4.73
noise: Babble_108_1, start: 1167.5386 s end: 1173.0727 s, duration: 5.5341 s, snr: 15.93
noise: Knock_68_3, start: 1167.7122 s end: 1174.7846 s, duration: 7.0724 s, snr: 6.85
noise: Writing_203_0, start: 1192.1672 s end: 1197.0337 s, duration: 4.8665 s, snr: 4.71
noise: Drawer_64_2, start: 1194.5129 s end: 1212.7411 s, duration: 18.2283 s, snr: 7.33
noise: Telephone_207_0, start: 1209.5638 s end: 1231.5326 s, duration: 21.9688 s, snr: 11.21
noise: Computer_829_2, start: 1235.9278 s end: 1241.5806 s, duration: 5.6527 s, snr: 3.49
noise: Telephone_114_3, start: 1241.7076 s end: 1262.0998 s, duration: 20.3921 s, snr: 4.35
noise: Scissors_25_3, start: 1269.5754 s end: 1273.1416 s, duration: 3.5663 s, snr: 2.14
noise: Knock_849_1, start: 1277.4336 s end: 1281.0113 s, duration: 3.5777 s, snr: 4.44
noise: Tool_3751_0, start: 1279.5417 s end: 1284.0741 s, duration: 4.5324 s, snr: 4.76
noise: Telephone_483_2, start: 1328.9068 s end: 1342.4982 s, duration: 13.5914 s, snr: 6.92
noise: Scissors_60_0, start: 1340.1363 s end: 1343.6032 s, duration: 3.4669 s, snr: 2.28
noise: Babble_139_3, start: 1340.4842 s end: 1351.0249 s, duration: 10.5406 s, snr: 17.46
noise: Writing_40_2, start: 1344.4387 s end: 1347.8797 s, duration: 3.4410 s, snr: 6.09
noise: Squeak_54_4, start: 1349.0890 s end: 1358.0187 s, duration: 8.9298 s, snr: 6.85
noise: Scissors_15_2, start: 1365.7030 s end: 1373.6691 s, duration: 7.9661 s, snr: 7.04
noise: Computer_1156_1, start: 1376.2121 s end: 1384.7670 s, duration: 8.5549 s, snr: 11.97
noise: Signalization_99_4, start: 1417.7703 s end: 1423.3028 s, duration: 5.5325 s, snr: 5.85
noise: Squeak_55_4, start: 1419.3586 s end: 1448.9448 s, duration: 29.5861 s, snr: 5.11
noise: Computer_622_2, start: 1434.2979 s end: 1439.0716 s, duration: 4.7736 s, snr: 1.04
noise: Signalization_105_4, start: 1442.0098 s end: 1445.4234 s, duration: 3.4136 s, snr: 1.97
noise: Knock_259_3, start: 1453.5452 s end: 1457.3985 s, duration: 3.8533 s, snr: 7.84
noise: Telephone_354_1, start: 1462.7039 s end: 1466.4659 s, duration: 3.7620 s, snr: -1.00
noise: Computer_1208_4, start: 1464.8316 s end: 1468.6159 s, duration: 3.7842 s, snr: 1.47
noise: Babble_155_4, start: 1470.9744 s end: 1481.5144 s, duration: 10.5400 s, snr: 14.86
noise: Signalization_10_1, start: 1472.4499 s end: 1490.7221 s, duration: 18.2722 s, snr: 8.04
noise: Telephone_441_1, start: 1519.8633 s end: 1550.9737 s, duration: 31.1104 s, snr: 4.80
noise: Scissors_79_0, start: 1547.0926 s end: 1565.3589 s, duration: 18.2662 s, snr: 8.50
noise: Gunshot_102_0, start: 1570.0392 s end: 1573.9728 s, duration: 3.9336 s, snr: 6.28
noise: Street_59_3, start: 1592.3732 s end: 1595.9182 s, duration: 3.5450 s, snr: 1.11
noise: Signalization_119_4, start: 1594.2264 s end: 1604.7659 s, duration: 10.5395 s, snr: 2.56
noise: Babble_54_3, start: 1596.2378 s end: 1601.7703 s, duration: 5.5325 s, snr: 14.60
noise: Signalization_16_3, start: 1610.0468 s end: 1633.2902 s, duration: 23.2434 s, snr: 9.26
noise: Computer_415_1, start: 1612.1341 s end: 1633.0901 s, duration: 20.9560 s, snr: 8.23
noise: Knock_1131_3, start: 1635.5696 s end: 1639.3153 s, duration: 3.7456 s, snr: 4.14
noise: Telephone_93_1, start: 1646.3984 s end: 1651.0471 s, duration: 4.6488 s, snr: 4.13
noise: Telephone_5_3, start: 1661.8365 s end: 1667.3626 s, duration: 5.5261 s, snr: 6.97
noise: Knock_1913_3, start: 1664.6847 s end: 1668.9619 s, duration: 4.2772 s, snr: 2.48
noise: Knock_1466_4, start: 1675.0786 s end: 1679.2801 s, duration: 4.2015 s, snr: 10.14
noise: Knock_852_3, start: 1683.8228 s end: 1686.8709 s, duration: 3.0481 s, snr: 6.73
noise: Telephone_160_2, start: 1709.3919 s end: 1727.9109 s, duration: 18.5190 s, snr: 8.52
noise: Gunshot_64_3, start: 1727.3049 s end: 1743.1503 s, duration: 15.8454 s, snr: 3.46
noise: Knock_297_4, start: 1782.0518 s end: 1791.4295 s, duration: 9.3777 s, snr: 4.39
noise: Tool_2943_2, start: 1787.4978 s end: 1790.5871 s, duration: 3.0892 s, snr: -1.00
noise: Knock_421_3, start: 1804.3855 s end: 1809.0446 s, duration: 4.6591 s, snr: 4.44
noise: Door_1480_1, start: 1819.3667 s end: 1823.6817 s, duration: 4.3150 s, snr: 6.35
noise: Babble_182_1, start: 1823.8254 s end: 1844.3579 s, duration: 20.5325 s, snr: 16.04
noise: Tool_2617_2, start: 1824.7093 s end: 1829.2407 s, duration: 4.5315 s, snr: 8.03
noise: Squeak_289_4, start: 1835.1014 s end: 1861.8508 s, duration: 26.7494 s, snr: 3.23
noise: Writing_177_4, start: 1882.4216 s end: 1886.8341 s, duration: 4.4125 s, snr: 4.27
noise: Telephone_549_2, start: 1905.9376 s end: 1914.0328 s, duration: 8.0951 s, snr: 2.72
noise: Computer_174_2, start: 1912.0384 s end: 1917.0916 s, duration: 5.0531 s, snr: 5.39
noise: Computer_326_3, start: 1915.6046 s end: 1918.7177 s, duration: 3.1131 s, snr: 5.12
noise: Gunshot_56_3, start: 1916.9835 s end: 1924.3160 s, duration: 7.3325 s, snr: 4.98
noise: Babble_49_0, start: 1957.7911 s end: 1963.3176 s, duration: 5.5265 s, snr: 18.17
noise: Telephone_766_0, start: 1977.9729 s end: 1982.5798 s, duration: 4.6069 s, snr: 11.93
noise: Squeak_3_0, start: 1990.2547 s end: 1995.7512 s, duration: 5.4965 s, snr: 0.17
noise: Squeak_208_0, start: 2011.4211 s end: 2015.3561 s, duration: 3.9350 s, snr: 4.34
noise: Drawer_105_1, start: 2075.7137 s end: 2080.9207 s, duration: 5.2070 s, snr: 9.88
noise: Computer_543_4, start: 2076.0850 s end: 2080.6956 s, duration: 4.6106 s, snr: 5.07
noise: Drawer_117_0, start: 2106.3744 s end: 2109.5516 s, duration: 3.1773 s, snr: -1.00
noise: Door_787_3, start: 2114.9745 s end: 2120.0655 s, duration: 5.0910 s, snr: 5.46
noise: Babble_160_0, start: 2130.1556 s end: 2140.6828 s, duration: 10.5273 s, snr: 14.64
noise: Computer_991_0, start: 2146.1418 s end: 2149.5056 s, duration: 3.3637 s, snr: 0.08
noise: Knock_1766_0, start: 2150.4023 s end: 2153.4272 s, duration: 3.0249 s, snr: 1.38
