ES2004c, length = 2334.37 s, percent_of_speech = 0.88, percent_of_noises = 0.41
noise: Telephone_82_1, start: 1337.7359 s end: 1341.4282 s, duration: 3.6924 s, snr: 3.91
noise: Street_89_0, start: 1348.5234 s end: 1354.0559 s, duration: 5.5325 s, snr: 4.62
noise: Writing_176_3, start: 1359.9279 s end: 1375.8740 s, duration: 15.9461 s, snr: 2.76
noise: Squeak_161_1, start: 1366.4678 s end: 1370.7548 s, duration: 4.2870 s, snr: 4.40
noise: Computer_1143_3, start: 1376.0887 s end: 1382.4402 s, duration: 6.3515 s, snr: 8.94
noise: Street_68_4, start: 1417.1369 s end: 1420.6823 s, duration: 3.5454 s, snr: 2.25
noise: Telephone_816_4, start: 1418.4909 s end: 1427.1689 s, duration: 8.6780 s, snr: 3.82
noise: Drawer_71_3, start: 1419.7928 s end: 1440.6226 s, duration: 20.8297 s, snr: 6.03
noise: Telephone_703_2, start: 1473.2019 s end: 1477.1536 s, duration: 3.9517 s, snr: 6.68
noise: Computer_764_1, start: 1483.1349 s end: 1489.0324 s, duration: 5.8975 s, snr: 4.23
noise: Knock_663_2, start: 1506.6546 s end: 1511.2649 s, duration: 4.6104 s, snr: 5.60
noise: Scissors_69_0, start: 1514.2909 s end: 1520.7771 s, duration: 6.4861 s, snr: 5.01
noise: Scissors_60_3, start: 1534.6427 s end: 1538.1088 s, duration: 3.4661 s, snr: 8.32
noise: Drawer_33_0, start: 1547.6243 s end: 1551.2368 s, duration: 3.6125 s, snr: 10.42
noise: Gunshot_76_1, start: 1593.0569 s end: 1596.2419 s, duration: 3.1850 s, snr: 4.98
noise: Computer_469_1, start: 1598.5194 s end: 1609.0455 s, duration: 10.5261 s, snr: 7.21
noise: Computer_314_0, start: 1605.6991 s end: 1610.1859 s, duration: 4.4867 s, snr: 1.98
noise: Knock_771_2, start: 1615.4792 s end: 1619.1824 s, duration: 3.7033 s, snr: 0.45
noise: Writing_160_3, start: 1648.7854 s end: 1652.3918 s, duration: 3.6064 s, snr: 2.90
noise: Signalization_19_2, start: 1674.8570 s end: 1694.4299 s, duration: 19.5729 s, snr: 0.84
noise: Door_4941_1, start: 1782.6125 s end: 1787.3139 s, duration: 4.7014 s, snr: 3.52
noise: Street_27_1, start: 1799.5616 s end: 1803.0941 s, duration: 3.5325 s, snr: 7.84
noise: Computer_1154_4, start: 1812.9454 s end: 1821.3911 s, duration: 8.4458 s, snr: 4.16
noise: Door_4448_2, start: 1819.5394 s end: 1823.1463 s, duration: 3.6069 s, snr: 6.68
noise: Telephone_662_1, start: 1856.6464 s end: 1891.0058 s, duration: 34.3594 s, snr: 6.13
noise: Telephone_96_4, start: 1872.9575 s end: 1878.8294 s, duration: 5.8719 s, snr: 6.19
noise: Drawer_118_1, start: 1911.9408 s end: 1917.6474 s, duration: 5.7066 s, snr: -0.61
noise: Tool_2670_4, start: 1921.4137 s end: 1925.9455 s, duration: 4.5318 s, snr: 8.33
noise: Squeak_279_0, start: 1934.8801 s end: 1939.9449 s, duration: 5.0648 s, snr: 5.69
noise: Computer_789_0, start: 2003.0635 s end: 2008.8925 s, duration: 5.8290 s, snr: 2.53
noise: Knock_922_3, start: 2064.9183 s end: 2069.4246 s, duration: 4.5062 s, snr: 4.67
noise: Knock_806_4, start: 2068.9837 s end: 2072.6113 s, duration: 3.6276 s, snr: 5.07
noise: Signalization_82_1, start: 2082.3118 s end: 2087.8544 s, duration: 5.5426 s, snr: 4.71
noise: Signalization_130_3, start: 2133.1595 s end: 2143.6982 s, duration: 10.5387 s, snr: 6.43
noise: Door_4787_4, start: 2157.8174 s end: 2162.8307 s, duration: 5.0132 s, snr: 5.03
noise: Computer_334_3, start: 2197.6684 s end: 2200.9891 s, duration: 3.3206 s, snr: 5.16
noise: Squeak_100_0, start: 2215.4504 s end: 2219.4828 s, duration: 4.0324 s, snr: 5.71
noise: Scissors_18_0, start: 2219.7734 s end: 2224.7398 s, duration: 4.9664 s, snr: 2.01
noise: Knock_1655_1, start: 2242.3304 s end: 2246.9375 s, duration: 4.6071 s, snr: 9.50
noise: Door_2362_4, start: 2277.8389 s end: 2280.9554 s, duration: 3.1165 s, snr: 8.61
noise: Telephone_133_3, start: 2289.2395 s end: 2292.9330 s, duration: 3.6935 s, snr: 8.86
noise: Door_1257_0, start: 2313.2026 s end: 2317.6038 s, duration: 4.4012 s, snr: -1.00
