TS3009b, length = 2460.05 s, percent_of_speech = 0.89, percent_of_noises = 0.44
noise: Telephone_313_2, start: 1985.8552 s end: 1990.7882 s, duration: 4.9330 s, snr: 2.24
noise: Computer_174_3, start: 2008.0216 s end: 2013.0741 s, duration: 5.0525 s, snr: 10.12
noise: Scissors_75_3, start: 2029.1813 s end: 2032.5668 s, duration: 3.3855 s, snr: 3.10
noise: Signalization_149_4, start: 2051.5996 s end: 2057.9832 s, duration: 6.3836 s, snr: 3.93
noise: Knock_585_3, start: 2051.9043 s end: 2057.9206 s, duration: 6.0164 s, snr: 1.07
noise: Door_4731_0, start: 2053.9502 s end: 2062.4288 s, duration: 8.4786 s, snr: 4.38
noise: Telephone_3_0, start: 2069.1762 s end: 2080.1056 s, duration: 10.9294 s, snr: 9.25
noise: Squeak_246_2, start: 2074.0418 s end: 2078.4439 s, duration: 4.4021 s, snr: 4.48
noise: Door_1244_2, start: 2083.2095 s end: 2089.0745 s, duration: 5.8650 s, snr: 3.18
noise: Computer_810_4, start: 2085.3113 s end: 2089.1368 s, duration: 3.8255 s, snr: 2.53
noise: Knock_1357_3, start: 2094.6033 s end: 2099.0436 s, duration: 4.4403 s, snr: 5.13
noise: Telephone_113_0, start: 2113.4191 s end: 2122.0341 s, duration: 8.6150 s, snr: 7.07
noise: Squeak_155_4, start: 2149.5062 s end: 2153.1528 s, duration: 3.6465 s, snr: 4.36
noise: Computer_157_1, start: 2204.5595 s end: 2209.8411 s, duration: 5.2816 s, snr: 4.84
noise: Babble_88_4, start: 2258.5154 s end: 2264.0441 s, duration: 5.5286 s, snr: 10.40
noise: Street_105_2, start: 2291.5822 s end: 2297.1101 s, duration: 5.5279 s, snr: 5.94
noise: Computer_1010_4, start: 2306.2651 s end: 2314.6426 s, duration: 8.3775 s, snr: 5.10
noise: Knock_994_0, start: 2306.3647 s end: 2310.7828 s, duration: 4.4181 s, snr: 2.54
noise: Squeak_123_4, start: 2321.6534 s end: 2326.1534 s, duration: 4.5000 s, snr: 6.61
noise: Street_45_2, start: 2344.6793 s end: 2348.2118 s, duration: 3.5325 s, snr: 4.38
noise: Knock_1052_1, start: 2397.6877 s end: 2404.1471 s, duration: 6.4594 s, snr: 8.54
noise: Computer_1234_2, start: 2399.4738 s end: 2409.9602 s, duration: 10.4864 s, snr: -1.00
noise: Tool_4046_3, start: 2411.1938 s end: 2415.7262 s, duration: 4.5324 s, snr: 0.43
noise: Street_30_0, start: 2431.1367 s end: 2434.6821 s, duration: 3.5454 s, snr: 6.45
