IN1016, length = 3604.38 s, percent_of_speech = 0.96, percent_of_noises = 0.46
noise: Door_4205_0, start: 1834.9423 s end: 1839.5988 s, duration: 4.6565 s, snr: 2.90
noise: Gunshot_45_4, start: 1855.4888 s end: 1858.5796 s, duration: 3.0908 s, snr: 3.33
noise: Gunshot_131_3, start: 1861.2990 s end: 1885.1553 s, duration: 23.8563 s, snr: 8.80
noise: Writing_159_4, start: 1902.6823 s end: 1906.1367 s, duration: 3.4545 s, snr: 3.09
noise: Gunshot_71_0, start: 1919.5277 s end: 1923.7233 s, duration: 4.1955 s, snr: 5.42
noise: Gunshot_105_3, start: 1931.7803 s end: 1935.0113 s, duration: 3.2310 s, snr: -1.00
noise: Computer_855_2, start: 1958.0048 s end: 1962.6133 s, duration: 4.6085 s, snr: 8.46
noise: Signalization_120_2, start: 2011.4101 s end: 2021.9384 s, duration: 10.5282 s, snr: 3.21
noise: Scissors_15_3, start: 2014.7133 s end: 2022.6792 s, duration: 7.9660 s, snr: 2.79
noise: Telephone_190_2, start: 2060.7524 s end: 2068.3207 s, duration: 7.5684 s, snr: 8.64
noise: Computer_647_1, start: 2066.5118 s end: 2070.1999 s, duration: 3.6881 s, snr: 8.13
noise: Knock_1707_2, start: 2086.2730 s end: 2090.4319 s, duration: 4.1589 s, snr: 11.43
noise: Drawer_127_4, start: 2119.7013 s end: 2129.5686 s, duration: 9.8674 s, snr: 1.88
noise: Squeak_289_1, start: 2120.3372 s end: 2147.0876 s, duration: 26.7504 s, snr: 6.50
noise: Drawer_41_3, start: 2123.5149 s end: 2134.1826 s, duration: 10.6678 s, snr: 8.14
noise: Telephone_573_1, start: 2131.0563 s end: 2161.2246 s, duration: 30.1683 s, snr: 4.45
noise: Computer_677_0, start: 2138.8275 s end: 2142.3546 s, duration: 3.5271 s, snr: 5.43
noise: Squeak_1_4, start: 2144.7284 s end: 2163.0206 s, duration: 18.2921 s, snr: 1.06
noise: Knock_1003_0, start: 2160.1173 s end: 2163.6241 s, duration: 3.5068 s, snr: 9.21
noise: Tool_3489_4, start: 2166.7736 s end: 2171.3055 s, duration: 4.5319 s, snr: 5.38
noise: Squeak_239_1, start: 2168.5961 s end: 2174.5323 s, duration: 5.9363 s, snr: 12.13
noise: Telephone_792_4, start: 2170.6633 s end: 2177.3749 s, duration: 6.7116 s, snr: 2.13
noise: Squeak_23_2, start: 2206.1495 s end: 2210.0127 s, duration: 3.8632 s, snr: 6.79
noise: Computer_891_3, start: 2250.4318 s end: 2255.3021 s, duration: 4.8702 s, snr: 6.07
noise: Scissors_52_3, start: 2266.7824 s end: 2285.7488 s, duration: 18.9664 s, snr: 6.71
noise: Gunshot_15_1, start: 2267.5502 s end: 2271.7210 s, duration: 4.1708 s, snr: 3.95
noise: Scissors_44_1, start: 2286.2029 s end: 2312.7291 s, duration: 26.5262 s, snr: 4.79
noise: Telephone_146_0, start: 2298.6042 s end: 2305.6537 s, duration: 7.0495 s, snr: 4.58
noise: Computer_335_2, start: 2309.0048 s end: 2312.0282 s, duration: 3.0235 s, snr: 4.33
noise: Drawer_18_2, start: 2310.1817 s end: 2338.5493 s, duration: 28.3676 s, snr: 6.86
noise: Computer_1113_0, start: 2322.0244 s end: 2329.1669 s, duration: 7.1425 s, snr: 3.90
noise: Door_1535_2, start: 2379.8666 s end: 2383.4691 s, duration: 3.6025 s, snr: 4.21
noise: Computer_269_2, start: 2381.4096 s end: 2387.8463 s, duration: 6.4367 s, snr: 9.42
noise: Telephone_684_2, start: 2387.3899 s end: 2391.4091 s, duration: 4.0193 s, snr: 8.79
noise: Squeak_295_0, start: 2413.4553 s end: 2436.1413 s, duration: 22.6860 s, snr: 6.17
noise: Knock_276_1, start: 2422.2443 s end: 2425.3823 s, duration: 3.1380 s, snr: 1.47
noise: Signalization_136_2, start: 2433.3342 s end: 2443.8667 s, duration: 10.5325 s, snr: -1.00
noise: Tool_2583_2, start: 2446.2337 s end: 2450.7599 s, duration: 4.5262 s, snr: 10.31
noise: Writing_140_2, start: 2464.8178 s end: 2470.0443 s, duration: 5.2265 s, snr: 6.29
noise: Telephone_292_4, start: 2475.0884 s end: 2490.8501 s, duration: 15.7616 s, snr: 4.91
noise: Scissors_54_2, start: 2486.6829 s end: 2496.7102 s, duration: 10.0272 s, snr: 5.30
noise: Babble_195_4, start: 2509.2541 s end: 2539.7866 s, duration: 30.5325 s, snr: 16.73
noise: Computer_701_2, start: 2516.6494 s end: 2521.1746 s, duration: 4.5251 s, snr: 2.67
noise: Squeak_278_4, start: 2536.4673 s end: 2540.7198 s, duration: 4.2525 s, snr: 4.56
noise: Telephone_721_0, start: 2551.6281 s end: 2579.3021 s, duration: 27.6740 s, snr: 6.81
noise: Babble_77_0, start: 2618.2549 s end: 2623.7874 s, duration: 5.5325 s, snr: 8.22
noise: Scissors_0_0, start: 2645.9073 s end: 2655.3134 s, duration: 9.4061 s, snr: 4.85
noise: Squeak_153_2, start: 2675.2276 s end: 2698.2976 s, duration: 23.0700 s, snr: 8.92
noise: Squeak_66_4, start: 2680.8308 s end: 2698.5584 s, duration: 17.7276 s, snr: 7.25
noise: Drawer_111_3, start: 2716.9624 s end: 2721.8694 s, duration: 4.9070 s, snr: 1.90
noise: Computer_313_3, start: 2719.9185 s end: 2724.4155 s, duration: 4.4970 s, snr: 9.04
noise: Telephone_287_0, start: 2722.1428 s end: 2745.7611 s, duration: 23.6182 s, snr: 7.65
noise: Tool_2683_3, start: 2727.2548 s end: 2730.4340 s, duration: 3.1793 s, snr: 8.30
noise: Street_9_2, start: 2745.6924 s end: 2776.2186 s, duration: 30.5262 s, snr: 7.93
noise: Computer_859_1, start: 2753.8327 s end: 2759.1467 s, duration: 5.3140 s, snr: 9.48
noise: Drawer_90_0, start: 2762.0800 s end: 2767.9345 s, duration: 5.8545 s, snr: 9.54
noise: Telephone_56_4, start: 2766.5524 s end: 2771.6937 s, duration: 5.1413 s, snr: 5.08
noise: Computer_1251_2, start: 2795.2057 s end: 2801.7091 s, duration: 6.5034 s, snr: 9.47
noise: Babble_124_4, start: 2807.4521 s end: 2811.1028 s, duration: 3.6507 s, snr: 12.80
noise: Signalization_143_3, start: 2835.8822 s end: 2851.4147 s, duration: 15.5325 s, snr: 6.63
noise: Signalization_39_2, start: 2903.0996 s end: 2906.6288 s, duration: 3.5293 s, snr: 5.55
noise: Signalization_35_0, start: 2920.4945 s end: 2923.8914 s, duration: 3.3969 s, snr: 7.22
noise: Squeak_101_0, start: 2945.0229 s end: 2957.3738 s, duration: 12.3509 s, snr: -0.10
noise: Writing_245_1, start: 2948.7798 s end: 2955.0462 s, duration: 6.2665 s, snr: 5.66
noise: Squeak_103_3, start: 2962.8029 s end: 2974.1531 s, duration: 11.3502 s, snr: 5.25
noise: Computer_973_1, start: 2973.1092 s end: 2976.6930 s, duration: 3.5838 s, snr: 1.59
noise: Babble_171_3, start: 2990.7246 s end: 3011.2657 s, duration: 20.5411 s, snr: 13.92
noise: Door_4636_4, start: 3028.1881 s end: 3034.6328 s, duration: 6.4446 s, snr: 10.09
noise: Knock_232_2, start: 3029.4632 s end: 3035.1698 s, duration: 5.7065 s, snr: 2.45
noise: Scissors_21_2, start: 3031.1090 s end: 3040.5751 s, duration: 9.4661 s, snr: 5.64
noise: Door_1479_4, start: 3039.6744 s end: 3043.9821 s, duration: 4.3077 s, snr: 1.89
noise: Babble_111_3, start: 3051.9309 s end: 3057.4624 s, duration: 5.5315 s, snr: 11.50
noise: Scissors_92_3, start: 3096.8437 s end: 3100.7122 s, duration: 3.8685 s, snr: 2.98
noise: Telephone_742_4, start: 3107.3116 s end: 3137.8440 s, duration: 30.5324 s, snr: -0.77
noise: Computer_1212_1, start: 3130.8373 s end: 3135.1169 s, duration: 4.2796 s, snr: 0.48
noise: Writing_118_4, start: 3183.7147 s end: 3187.0187 s, duration: 3.3040 s, snr: 1.54
noise: Computer_924_1, start: 3200.7596 s end: 3204.8131 s, duration: 4.0535 s, snr: 4.50
noise: Computer_65_1, start: 3220.7416 s end: 3224.5480 s, duration: 3.8064 s, snr: 9.36
noise: Tool_2570_2, start: 3270.4482 s end: 3274.9781 s, duration: 4.5299 s, snr: 7.28
noise: Scissors_55_1, start: 3295.4431 s end: 3306.6090 s, duration: 11.1659 s, snr: 6.91
noise: Computer_242_2, start: 3321.4569 s end: 3331.4094 s, duration: 9.9525 s, snr: 3.79
noise: Babble_91_1, start: 3336.0882 s end: 3341.6336 s, duration: 5.5454 s, snr: 11.31
noise: Telephone_125_0, start: 3354.6215 s end: 3358.9430 s, duration: 4.3215 s, snr: 10.79
noise: Street_120_1, start: 3372.9502 s end: 3378.4828 s, duration: 5.5325 s, snr: 4.63
noise: Signalization_63_1, start: 3382.7157 s end: 3386.2482 s, duration: 3.5325 s, snr: 4.50
noise: Telephone_810_2, start: 3427.0696 s end: 3432.6909 s, duration: 5.6212 s, snr: 2.62
noise: Writing_202_3, start: 3489.1667 s end: 3493.0259 s, duration: 3.8591 s, snr: 4.60
noise: Computer_330_1, start: 3554.2531 s end: 3557.6561 s, duration: 3.4030 s, snr: 6.51
noise: Knock_1374_0, start: 3554.6971 s end: 3559.3896 s, duration: 4.6925 s, snr: 5.33
noise: Writing_183_3, start: 3561.6442 s end: 3564.8704 s, duration: 3.2263 s, snr: 2.34
noise: Squeak_93_0, start: 3570.2001 s end: 3574.1904 s, duration: 3.9903 s, snr: 2.29
noise: Computer_866_0, start: 3583.3169 s end: 3587.5264 s, duration: 4.2095 s, snr: 3.72
noise: Computer_923_1, start: 3588.5802 s end: 3592.5624 s, duration: 3.9823 s, snr: 9.68
