ES2002d, length = 2624.17 s, percent_of_speech = 0.81, percent_of_noises = 0.59
noise: Street_88_2, start: 1491.2324 s end: 1496.7649 s, duration: 5.5325 s, snr: 4.32
noise: Babble_61_3, start: 1507.8592 s end: 1513.3923 s, duration: 5.5330 s, snr: 14.59
noise: Babble_151_2, start: 1518.6893 s end: 1529.2209 s, duration: 10.5316 s, snr: 12.70
noise: Street_64_2, start: 1528.8615 s end: 1532.3879 s, duration: 3.5264 s, snr: 6.58
noise: Tool_2728_2, start: 1537.8527 s end: 1542.3827 s, duration: 4.5300 s, snr: 3.02
noise: Door_4396_1, start: 1540.1637 s end: 1544.8327 s, duration: 4.6690 s, snr: 1.49
noise: Knock_806_2, start: 1551.0782 s end: 1554.7111 s, duration: 3.6329 s, snr: 7.90
noise: Drawer_92_0, start: 1568.7801 s end: 1583.7662 s, duration: 14.9861 s, snr: 3.70
noise: Telephone_503_2, start: 1569.9573 s end: 1573.1739 s, duration: 3.2166 s, snr: 7.38
noise: Knock_597_3, start: 1574.5893 s end: 1579.8287 s, duration: 5.2394 s, snr: 4.63
noise: Computer_439_3, start: 1579.8995 s end: 1595.4258 s, duration: 15.5263 s, snr: 5.62
noise: Knock_1829_0, start: 1600.0281 s end: 1604.5498 s, duration: 4.5217 s, snr: 3.84
noise: Signalization_39_3, start: 1629.7856 s end: 1633.3133 s, duration: 3.5277 s, snr: 3.41
noise: Squeak_274_3, start: 1671.0967 s end: 1679.9653 s, duration: 8.8686 s, snr: 8.79
noise: Writing_189_2, start: 1672.8476 s end: 1685.6340 s, duration: 12.7864 s, snr: -0.12
noise: Signalization_16_1, start: 1677.0426 s end: 1700.2988 s, duration: 23.2562 s, snr: 3.17
noise: Door_4851_1, start: 1690.3677 s end: 1695.5107 s, duration: 5.1430 s, snr: 7.95
noise: Scissors_61_3, start: 1705.1617 s end: 1718.1684 s, duration: 13.0066 s, snr: 4.25
noise: Scissors_19_4, start: 1719.6679 s end: 1730.1346 s, duration: 10.4667 s, snr: 3.82
noise: Telephone_581_1, start: 1739.9902 s end: 1759.5128 s, duration: 19.5226 s, snr: 3.53
noise: Gunshot_123_0, start: 1822.2155 s end: 1833.1506 s, duration: 10.9351 s, snr: 3.58
noise: Telephone_392_4, start: 1843.9307 s end: 1854.8559 s, duration: 10.9253 s, snr: 6.53
noise: Door_2048_3, start: 1850.1802 s end: 1853.6651 s, duration: 3.4849 s, snr: 2.53
noise: Computer_1252_1, start: 1899.6393 s end: 1907.3477 s, duration: 7.7084 s, snr: 1.66
noise: Telephone_180_1, start: 1918.5747 s end: 1926.1531 s, duration: 7.5784 s, snr: 6.92
noise: Scissors_24_2, start: 1918.6674 s end: 1944.9739 s, duration: 26.3065 s, snr: 1.11
noise: Telephone_665_2, start: 1924.7093 s end: 1955.2432 s, duration: 30.5340 s, snr: 2.71
noise: Babble_180_3, start: 1953.3931 s end: 1973.9254 s, duration: 20.5324 s, snr: 12.29
noise: Telephone_120_3, start: 1953.6534 s end: 1964.1301 s, duration: 10.4766 s, snr: 5.61
noise: Door_4651_0, start: 1968.6304 s end: 1971.6389 s, duration: 3.0085 s, snr: 0.56
noise: Door_2222_1, start: 2003.3398 s end: 2006.8989 s, duration: 3.5591 s, snr: 7.49
noise: Babble_39_0, start: 2005.7336 s end: 2011.2759 s, duration: 5.5422 s, snr: 13.83
noise: Signalization_21_2, start: 2006.7971 s end: 2037.3234 s, duration: 30.5264 s, snr: 1.60
noise: Computer_560_2, start: 2018.8600 s end: 2023.2732 s, duration: 4.4133 s, snr: 8.34
noise: Computer_1142_0, start: 2060.0562 s end: 2067.1492 s, duration: 7.0930 s, snr: 9.86
noise: Street_150_2, start: 2097.0406 s end: 2111.0373 s, duration: 13.9968 s, snr: 4.49
noise: Signalization_52_2, start: 2109.9505 s end: 2113.4790 s, duration: 3.5285 s, snr: 3.19
noise: Knock_335_0, start: 2126.2173 s end: 2129.7229 s, duration: 3.5056 s, snr: 4.35
noise: Signalization_86_3, start: 2126.3276 s end: 2131.8729 s, duration: 5.5454 s, snr: 3.78
noise: Telephone_365_0, start: 2179.7664 s end: 2183.1424 s, duration: 3.3760 s, snr: 8.33
noise: Telephone_578_0, start: 2203.3384 s end: 2222.8633 s, duration: 19.5249 s, snr: 4.12
noise: Writing_200_3, start: 2234.2936 s end: 2244.3796 s, duration: 10.0860 s, snr: 8.64
noise: Squeak_242_2, start: 2238.7797 s end: 2247.8073 s, duration: 9.0276 s, snr: 8.56
noise: Telephone_470_4, start: 2241.0076 s end: 2244.5659 s, duration: 3.5584 s, snr: 9.95
noise: Squeak_199_2, start: 2251.7809 s end: 2254.8117 s, duration: 3.0307 s, snr: 8.26
noise: Babble_134_3, start: 2260.5228 s end: 2271.0650 s, duration: 10.5422 s, snr: 14.26
noise: Writing_143_3, start: 2284.7549 s end: 2314.7611 s, duration: 30.0061 s, snr: 9.12
noise: Street_8_3, start: 2296.8781 s end: 2327.4130 s, duration: 30.5349 s, snr: 6.00
noise: Telephone_197_0, start: 2308.6963 s end: 2316.2617 s, duration: 7.5654 s, snr: 4.10
noise: Telephone_483_3, start: 2369.5657 s end: 2383.1638 s, duration: 13.5981 s, snr: 8.40
noise: Door_333_3, start: 2384.8016 s end: 2389.0294 s, duration: 4.2278 s, snr: 3.62
noise: Door_1375_2, start: 2392.6803 s end: 2396.3141 s, duration: 3.6337 s, snr: 4.22
noise: Knock_830_2, start: 2413.2166 s end: 2416.8463 s, duration: 3.6298 s, snr: 2.51
noise: Squeak_114_2, start: 2419.7549 s end: 2423.3226 s, duration: 3.5677 s, snr: 4.25
noise: Drawer_51_3, start: 2428.3061 s end: 2432.4521 s, duration: 4.1460 s, snr: 4.40
noise: Signalization_112_4, start: 2444.0526 s end: 2449.5898 s, duration: 5.5371 s, snr: 3.00
noise: Telephone_285_2, start: 2458.5556 s end: 2477.0947 s, duration: 18.5391 s, snr: 4.56
noise: Street_112_2, start: 2469.4899 s end: 2475.0179 s, duration: 5.5280 s, snr: 6.27
noise: Street_0_3, start: 2484.3871 s end: 2507.2150 s, duration: 22.8279 s, snr: 4.95
noise: Squeak_78_3, start: 2501.8926 s end: 2513.9803 s, duration: 12.0876 s, snr: 5.74
noise: Scissors_37_4, start: 2515.4769 s end: 2530.4229 s, duration: 14.9460 s, snr: 4.93
noise: Knock_1222_4, start: 2547.8592 s end: 2551.2398 s, duration: 3.3806 s, snr: 3.89
noise: Computer_868_2, start: 2549.9544 s end: 2553.4334 s, duration: 3.4790 s, snr: 9.16
noise: Telephone_114_0, start: 2550.9287 s end: 2571.3156 s, duration: 20.3869 s, snr: 3.79
noise: Drawer_82_2, start: 2558.7062 s end: 2561.7192 s, duration: 3.0130 s, snr: 4.79
noise: Telephone_87_2, start: 2591.1246 s end: 2599.6569 s, duration: 8.5324 s, snr: -0.07
noise: Door_934_3, start: 2594.7554 s end: 2598.1287 s, duration: 3.3733 s, snr: 5.36
noise: Computer_283_3, start: 2604.0064 s end: 2610.3043 s, duration: 6.2979 s, snr: 0.92
