IS1009b, length = 2052.44 s, percent_of_speech = 0.88, percent_of_noises = 0.40
noise: Signalization_54_3, start: 1474.1373 s end: 1477.6827 s, duration: 3.5454 s, snr: 1.03
noise: Writing_61_4, start: 1480.2404 s end: 1498.4264 s, duration: 18.1860 s, snr: 3.91
noise: Signalization_39_4, start: 1490.9806 s end: 1494.5131 s, duration: 3.5325 s, snr: 5.47
noise: Computer_1201_4, start: 1505.5103 s end: 1512.0645 s, duration: 6.5542 s, snr: 2.18
noise: Door_1622_0, start: 1506.4178 s end: 1510.4471 s, duration: 4.0292 s, snr: 4.58
noise: Signalization_19_3, start: 1527.9226 s end: 1547.5083 s, duration: 19.5858 s, snr: 2.28
noise: Knock_678_4, start: 1529.3504 s end: 1532.6413 s, duration: 3.2909 s, snr: 7.79
noise: Drawer_64_1, start: 1533.1510 s end: 1551.3792 s, duration: 18.2282 s, snr: -1.00
noise: Telephone_86_2, start: 1568.3053 s end: 1572.5794 s, duration: 4.2741 s, snr: 3.27
noise: Writing_52_2, start: 1593.3571 s end: 1604.8436 s, duration: 11.4865 s, snr: 2.29
noise: Street_74_1, start: 1610.9167 s end: 1614.4621 s, duration: 3.5454 s, snr: 8.61
noise: Writing_139_1, start: 1623.3430 s end: 1627.7094 s, duration: 4.3664 s, snr: 3.64
noise: Door_1482_1, start: 1629.8601 s end: 1633.6096 s, duration: 3.7495 s, snr: 5.61
noise: Door_1734_2, start: 1630.5151 s end: 1634.9199 s, duration: 4.4048 s, snr: -0.56
noise: Computer_249_4, start: 1634.7541 s end: 1644.4150 s, duration: 9.6609 s, snr: 5.70
noise: Knock_949_2, start: 1646.3180 s end: 1649.4382 s, duration: 3.1202 s, snr: 9.54
noise: Telephone_469_2, start: 1652.8106 s end: 1656.1856 s, duration: 3.3750 s, snr: 4.10
noise: Computer_1233_0, start: 1660.6005 s end: 1666.2596 s, duration: 5.6591 s, snr: 4.79
noise: Street_90_1, start: 1665.1603 s end: 1670.6946 s, duration: 5.5343 s, snr: 8.46
noise: Drawer_72_3, start: 1713.2463 s end: 1720.1752 s, duration: 6.9289 s, snr: 2.00
noise: Drawer_139_2, start: 1735.1522 s end: 1741.1254 s, duration: 5.9733 s, snr: 6.76
noise: Telephone_806_4, start: 1740.4594 s end: 1746.1925 s, duration: 5.7331 s, snr: 4.30
noise: Telephone_495_1, start: 1747.1441 s end: 1759.8603 s, duration: 12.7162 s, snr: 1.99
noise: Squeak_207_4, start: 1748.8244 s end: 1765.6903 s, duration: 16.8659 s, snr: 6.00
noise: Computer_940_0, start: 1763.0136 s end: 1766.8041 s, duration: 3.7905 s, snr: 4.90
noise: Writing_127_0, start: 1772.8673 s end: 1776.5195 s, duration: 3.6523 s, snr: 3.85
noise: Telephone_309_0, start: 1781.5300 s end: 1784.9762 s, duration: 3.4462 s, snr: 3.02
noise: Squeak_0_0, start: 1784.8453 s end: 1791.6331 s, duration: 6.7877 s, snr: 2.31
noise: Computer_912_1, start: 1829.1263 s end: 1833.3125 s, duration: 4.1862 s, snr: 4.23
noise: Telephone_219_2, start: 1837.1801 s end: 1859.1482 s, duration: 21.9681 s, snr: -0.05
noise: Gunshot_133_0, start: 1889.1831 s end: 1894.0339 s, duration: 4.8508 s, snr: 6.33
noise: Scissors_8_1, start: 1899.2783 s end: 1907.1248 s, duration: 7.8465 s, snr: 1.84
noise: Computer_1143_1, start: 1922.5845 s end: 1928.9386 s, duration: 6.3541 s, snr: 7.91
noise: Street_152_1, start: 1936.4504 s end: 1943.9984 s, duration: 7.5480 s, snr: 6.39
