ES2006d, length = 1967.45 s, percent_of_speech = 0.88, percent_of_noises = 0.47
noise: Squeak_113_0, start: 1551.4974 s end: 1556.0870 s, duration: 4.5896 s, snr: 2.46
noise: Scissors_76_0, start: 1554.7131 s end: 1565.5196 s, duration: 10.8065 s, snr: 4.97
noise: Signalization_10_4, start: 1575.3073 s end: 1593.5744 s, duration: 18.2671 s, snr: 3.76
noise: Door_1754_2, start: 1580.0521 s end: 1583.9345 s, duration: 3.8824 s, snr: 3.79
noise: Telephone_481_0, start: 1590.3935 s end: 1603.9829 s, duration: 13.5894 s, snr: -1.00
noise: Telephone_733_4, start: 1603.8376 s end: 1629.5929 s, duration: 25.7553 s, snr: 2.69
noise: Computer_169_2, start: 1609.6345 s end: 1614.3509 s, duration: 4.7164 s, snr: 8.95
noise: Signalization_78_4, start: 1615.8001 s end: 1619.3326 s, duration: 3.5325 s, snr: 13.11
noise: Computer_281_0, start: 1623.4491 s end: 1630.0487 s, duration: 6.5996 s, snr: 8.22
noise: Street_22_0, start: 1633.8963 s end: 1637.4284 s, duration: 3.5321 s, snr: 3.21
noise: Knock_1281_3, start: 1670.5976 s end: 1675.6426 s, duration: 5.0450 s, snr: 9.04
noise: Knock_693_3, start: 1691.5203 s end: 1696.7634 s, duration: 5.2431 s, snr: 1.79
noise: Telephone_494_0, start: 1700.9736 s end: 1714.5664 s, duration: 13.5929 s, snr: 4.37
noise: Writing_89_2, start: 1713.0925 s end: 1738.0399 s, duration: 24.9474 s, snr: 4.54
noise: Squeak_162_3, start: 1745.8416 s end: 1766.4531 s, duration: 20.6115 s, snr: 4.54
noise: Computer_1133_4, start: 1783.9506 s end: 1789.8800 s, duration: 5.9294 s, snr: 1.25
noise: Knock_444_4, start: 1783.9819 s end: 1787.7822 s, duration: 3.8004 s, snr: 3.62
noise: Babble_142_1, start: 1790.2512 s end: 1800.7796 s, duration: 10.5284 s, snr: 15.50
noise: Computer_721_1, start: 1800.0548 s end: 1803.3004 s, duration: 3.2456 s, snr: 5.39
noise: Street_26_0, start: 1837.3407 s end: 1840.8732 s, duration: 3.5325 s, snr: 3.02
noise: Computer_1062_4, start: 1848.1116 s end: 1856.0988 s, duration: 7.9871 s, snr: -0.04
noise: Writing_75_1, start: 1855.8409 s end: 1862.3274 s, duration: 6.4865 s, snr: 2.32
noise: Scissors_30_1, start: 1864.2619 s end: 1877.0484 s, duration: 12.7865 s, snr: 4.40
noise: Door_1203_1, start: 1866.0812 s end: 1870.6752 s, duration: 4.5940 s, snr: 5.52
noise: Knock_1066_4, start: 1885.7628 s end: 1894.7268 s, duration: 8.9640 s, snr: 10.71
noise: Door_4950_2, start: 1904.0541 s end: 1907.2817 s, duration: 3.2276 s, snr: 6.48
noise: Scissors_47_4, start: 1909.4161 s end: 1913.0421 s, duration: 3.6260 s, snr: -0.46
noise: Knock_556_1, start: 1938.1933 s end: 1942.1271 s, duration: 3.9337 s, snr: 9.74
noise: Street_154_0, start: 1943.1884 s end: 1958.7209 s, duration: 15.5325 s, snr: 4.54
noise: Telephone_806_3, start: 1955.4421 s end: 1961.1795 s, duration: 5.7374 s, snr: 6.53
