TS3004b, length = 2246.06 s, percent_of_speech = 0.87, percent_of_noises = 0.47
noise: Gunshot_30_1, start: 1526.0236 s end: 1529.6533 s, duration: 3.6298 s, snr: 5.25
noise: Drawer_142_0, start: 1528.9767 s end: 1532.3902 s, duration: 3.4135 s, snr: 7.42
noise: Computer_475_0, start: 1551.7796 s end: 1560.3936 s, duration: 8.6140 s, snr: 3.40
noise: Scissors_43_3, start: 1566.8290 s end: 1571.3959 s, duration: 4.5669 s, snr: 4.10
noise: Signalization_100_3, start: 1596.6393 s end: 1602.1666 s, duration: 5.5273 s, snr: 2.60
noise: Street_56_2, start: 1622.8588 s end: 1626.3872 s, duration: 3.5284 s, snr: 5.01
noise: Writing_20_0, start: 1636.5579 s end: 1646.9639 s, duration: 10.4060 s, snr: 1.72
noise: Knock_259_0, start: 1660.6768 s end: 1664.5287 s, duration: 3.8520 s, snr: 4.80
noise: Signalization_150_2, start: 1679.4697 s end: 1695.0022 s, duration: 15.5325 s, snr: 7.78
noise: Door_4904_2, start: 1683.3099 s end: 1687.6134 s, duration: 4.3035 s, snr: 6.45
noise: Street_33_0, start: 1705.5377 s end: 1709.0702 s, duration: 3.5325 s, snr: 5.49
noise: Scissors_54_1, start: 1731.5764 s end: 1741.6034 s, duration: 10.0270 s, snr: 3.91
noise: Drawer_94_3, start: 1745.5386 s end: 1751.0468 s, duration: 5.5083 s, snr: 8.81
noise: Knock_773_0, start: 1780.8553 s end: 1784.3567 s, duration: 3.5015 s, snr: 4.71
noise: Squeak_128_2, start: 1803.6035 s end: 1832.4541 s, duration: 28.8506 s, snr: 1.78
noise: Scissors_28_3, start: 1816.6182 s end: 1822.5648 s, duration: 5.9465 s, snr: 2.79
noise: Signalization_93_3, start: 1875.4268 s end: 1880.9542 s, duration: 5.5274 s, snr: 9.73
noise: Telephone_605_2, start: 1881.9323 s end: 1887.8996 s, duration: 5.9672 s, snr: 1.10
noise: Computer_1002_4, start: 1891.2386 s end: 1899.4433 s, duration: 8.2046 s, snr: 6.98
noise: Street_99_3, start: 1902.7604 s end: 1908.2871 s, duration: 5.5266 s, snr: 2.94
noise: Knock_32_0, start: 1905.4738 s end: 1909.0970 s, duration: 3.6232 s, snr: 3.14
noise: Drawer_92_0, start: 1912.6929 s end: 1927.6791 s, duration: 14.9861 s, snr: 10.12
noise: Telephone_438_3, start: 1914.5389 s end: 1947.9358 s, duration: 33.3969 s, snr: 4.00
noise: Signalization_78_1, start: 1924.9076 s end: 1928.4530 s, duration: 3.5454 s, snr: -1.00
noise: Street_161_2, start: 1925.7799 s end: 1941.3124 s, duration: 15.5325 s, snr: 2.87
noise: Gunshot_102_0, start: 1927.4202 s end: 1931.3538 s, duration: 3.9336 s, snr: 6.85
noise: Knock_1803_1, start: 1932.6824 s end: 1936.5001 s, duration: 3.8176 s, snr: 7.61
noise: Babble_17_1, start: 1945.1862 s end: 1963.0628 s, duration: 17.8766 s, snr: 14.19
noise: Telephone_694_4, start: 1947.0449 s end: 1953.1011 s, duration: 6.0561 s, snr: 4.24
noise: Writing_15_1, start: 1952.0207 s end: 1969.7274 s, duration: 17.7068 s, snr: 2.84
noise: Telephone_136_0, start: 1954.9778 s end: 1959.3150 s, duration: 4.3373 s, snr: 4.57
noise: Tool_3079_4, start: 1968.4887 s end: 1974.0859 s, duration: 5.5973 s, snr: 4.94
noise: Telephone_267_1, start: 1972.2617 s end: 1990.7963 s, duration: 18.5346 s, snr: 7.94
noise: Drawer_37_2, start: 1984.6629 s end: 1990.2359 s, duration: 5.5730 s, snr: 1.66
noise: Computer_458_1, start: 1986.2291 s end: 2006.2022 s, duration: 19.9731 s, snr: 6.51
noise: Drawer_148_0, start: 2018.5676 s end: 2022.6639 s, duration: 4.0963 s, snr: 2.73
noise: Squeak_89_0, start: 2031.8036 s end: 2045.4343 s, duration: 13.6306 s, snr: 0.18
noise: Street_13_4, start: 2046.2924 s end: 2049.8218 s, duration: 3.5294 s, snr: 7.68
noise: Squeak_103_2, start: 2047.7617 s end: 2059.1115 s, duration: 11.3498 s, snr: 10.88
noise: Telephone_23_2, start: 2051.9198 s end: 2063.1474 s, duration: 11.2276 s, snr: 1.05
noise: Scissors_63_3, start: 2081.9675 s end: 2085.8270 s, duration: 3.8595 s, snr: 6.43
noise: Telephone_274_2, start: 2097.4967 s end: 2116.0315 s, duration: 18.5348 s, snr: 4.07
noise: Writing_177_1, start: 2111.7928 s end: 2116.2076 s, duration: 4.4148 s, snr: 2.52
noise: Signalization_61_4, start: 2128.3521 s end: 2131.8846 s, duration: 3.5325 s, snr: -1.00
noise: Door_4425_3, start: 2193.5948 s end: 2198.2177 s, duration: 4.6230 s, snr: 5.50
noise: Telephone_213_3, start: 2213.3249 s end: 2235.2972 s, duration: 21.9722 s, snr: 3.81
noise: Tool_3882_4, start: 2239.2885 s end: 2243.8209 s, duration: 4.5324 s, snr: 8.65
noise: Knock_1369_4, start: 2239.7233 s end: 2242.8720 s, duration: 3.1487 s, snr: 4.94
